"zfin_id_symbol","human.Symbol","ensembl_gene_id","entrezgene_id"
"pmpcb","PMPCB","ENSG00000105819",9512
"slc50a1","SLC50A1","ENSG00000169241",55974
"rnf7","RNF7","ENSG00000114125",9616
"ripor3","RIPOR3","ENSG00000042062",140876
"rbbp8","RBBP8","ENSG00000101773",5932
"slc29a2","SLC29A2","ENSG00000174669",3177
"ccdc106a","CCDC106","ENSG00000173581",29903
"mtrf1","MTRF1","ENSG00000120662",9617
"gna12a","GNA12","ENSG00000146535",2768
"xirp1","XIRP1","ENSG00000168334",165904
"dlg2","DLG2","ENSG00000150672",1740
"fgf18b","FGF18","ENSG00000156427",8817
"fgf11a","FGF11","ENSG00000283903",2256
"fgf11a","FGF11","ENSG00000161958",2256
"fgf12a","FGF12","ENSG00000114279",2257
"gdf9","GDF9","ENSG00000164404",2661
"matn3b","MATN3","ENSG00000132031",4148
"dlg1l","DLG1","ENSG00000075711",1739
"tcf7","TCF7","ENSG00000081059",6932
"gadd45bb","GADD45B","ENSG00000099860",4616
"fbxl22","FBXL22","ENSG00000197361",283807
"cltcb","CLTC","ENSG00000141367",1213
"arfrp1","ARFRP1","ENSG00000101246",10139
"dph6","DPH6","ENSG00000134146",89978
"trpt1","TRPT1","ENSG00000149743",83707
"supt7l","SUPT7L","ENSG00000119760",9913
"chrac1","CHRAC1","ENSG00000104472",54108
"clk4b","CLK4","ENSG00000113240",57396
"ccdc115","CCDC115","ENSG00000136710",84317
"baxb","BAX","ENSG00000087088",581
"rfx2","RFX2","ENSG00000087903",5990
"il4r.1","IL4R","ENSG00000077238",3566
"mif4gdb","MIF4GD","ENSG00000125457",57409
"fam20cb","FAM20C","ENSG00000282147",56975
"fam20cb","FAM20C","ENSG00000281429",56975
"fam20cb","FAM20C","ENSG00000288499",56975
"fam20cb","FAM20C","ENSG00000177706",56975
"phf2","PHF2","ENSG00000197724",5253
"rnf213a","RNF213","ENSG00000173821",57674
"crebbpb","CREBBP","ENSG00000005339",1387
"gpt","GPT","ENSG00000167701",2875
"nrg1","NRG1","ENSG00000157168",3084
"cog1","COG1","ENSG00000166685",9382
"dock7","DOCK7","ENSG00000116641",85440
"gas1a","GAS1","ENSG00000180447",2619
"olfml3b","OLFML3","ENSG00000116774",56944
"apoa1b","APOA1","ENSG00000118137",335
"hapln1a","HAPLN1","ENSG00000145681",1404
"dyrk1aa","DYRK1A","ENSG00000157540",1859
"gpc2","GPC2","ENSG00000213420",221914
"fkbp6","FKBP6","ENSG00000077800",8468
"rev3l","REV3L","ENSG00000009413",5980
"nid1a","NID1","ENSG00000116962",4811
"plxnb1a","PLXNB1","ENSG00000164050",5364
"scube1","SCUBE1","ENSG00000159307",80274
"gas1b","GAS1","ENSG00000180447",2619
"scube2","SCUBE2","ENSG00000175356",57758
"col2a1b","COL2A1","ENSG00000139219",1280
"pkig","PKIG","ENSG00000168734",11142
"rtel1","RTEL1","ENSG00000258366",51750
"snx13","SNX13","ENSG00000071189",23161
"eps8l1a","EPS8L1","ENSG00000131037",54869
"apobec2a","APOBEC2","ENSG00000124701",10930
"dpp7","DPP7","ENSG00000176978",29952
"tmem222a","TMEM222","ENSG00000186501",84065
"hsf4","HSF4","ENSG00000102878",3299
"natd1","NATD1","ENSG00000274180",256302
"upp1","UPP1","ENSG00000183696",7378
"tmem182a","TMEM182","ENSG00000170417",130827
"smtnl1","SMTNL1","ENSG00000214872",219537
"cryz","CRYZ","ENSG00000116791",1429
"nfybb","NFYB","ENSG00000120837",4801
"wars2","WARS2","ENSG00000116874",10352
"rfc2","RFC2","ENSG00000049541",5982
"eef1akmt2","EEF1AKMT2","ENSG00000203791",399818
"lyplal1","LYPLAL1","ENSG00000143353",127018
"ptrh1","PTRH1","ENSG00000187024",138428
"msi1a","MSI1","ENSG00000135097",4440
"slc25a32b","SLC25A32","ENSG00000164933",81034
"slc66a1","SLC66A1","ENSG00000040487",54896
"acp2","ACP2","ENSG00000134575",53
"bmp6","BMP6","ENSG00000153162",654
"fam210ab","FAM210A","ENSG00000177150",125228
"ywhae2","YWHAE","ENSG00000274474",7531
"ywhae2","YWHAE","ENSG00000108953",7531
"carnmt1","CARNMT1","ENSG00000156017",138199
"pfdn1","PFDN1","ENSG00000113068",5201
"rbm8a","RBM8A","ENSG00000265241",9939
"abhd18","ABHD18","ENSG00000164074",80167
"agtr2","AGTR2","ENSG00000180772",186
"vps9d1","VPS9D1","ENSG00000075399",9605
"tp53i11a","TP53I11","ENSG00000175274",9537
"ccdc106b","CCDC106","ENSG00000173581",29903
"ppm1k","PPM1K","ENSG00000163644",152926
"ndufaf1","NDUFAF1","ENSG00000137806",51103
"kif7","KIF7","ENSG00000166813",374654
"cnga2b","CNGA2","ENSG00000183862",1260
"matn1","MATN1","ENSG00000162510",4146
"itsn2b","ITSN2","ENSG00000198399",50618
"cep170ab","CEP170","ENSG00000276725",9859
"cep170ab","CEP170","ENSG00000276725",645455
"cep170ab","CEP170","ENSG00000143702",9859
"agtrap","AGTRAP","ENSG00000177674",57085
"lsm11","LSM11","ENSG00000155858",134353
"acyp1","ACYP1","ENSG00000119640",97
"gdpd4b","GDPD4","ENSG00000178795",220032
"pik3c2b","PIK3C2B","ENSG00000133056",5287
"pih1d1","PIH1D1","ENSG00000104872",55011
"mast2","MAST2","ENSG00000086015",23139
"ly75","LY75","ENSG00000054219",4065
"g6pc1a.2","G6PC1",NA,NA
"ak7b","AK7","ENSG00000140057",122481
"st3gal4","ST3GAL4","ENSG00000110080",6484
"micos13","MICOS13","ENSG00000174917",125988
"prob1","PROB1","ENSG00000228672",389333
"sfxn4","SFXN4","ENSG00000183605",119559
"mphosph8","MPHOSPH8","ENSG00000196199",54737
"glb1l","GLB1L","ENSG00000163521",79411
"mrpl37","MRPL37","ENSG00000116221",51253
"xpo1a","XPO1","ENSG00000082898",7514
"prkra","PRKRA","ENSG00000180228",8575
"sod3a","SOD3","ENSG00000109610",6649
"slc38a10","SLC38A10","ENSG00000157637",124565
"kcnk6","KCNK6","ENSG00000099337",9424
"enpep","ENPEP","ENSG00000138792",2028
"prune2","PRUNE2","ENSG00000106772",158471
"serpine3","SERPINE3","ENSG00000253309",647174
"itga6a","ITGA6","ENSG00000091409",3655
"sertad2a","SERTAD2","ENSG00000179833",9792
"slc36a4","SLC36A4","ENSG00000180773",120103
"hunk","HUNK","ENSG00000142149",30811
"ppp1r3ab","PPP1R3A","ENSG00000154415",5506
"ndufb11","NDUFB11","ENSG00000147123",54539
"lbx1b","LBX1","ENSG00000138136",10660
"setd1ba","SETD1B","ENSG00000139718",23067
"lrrc58b","LRRC58","ENSG00000163428",116064
"kdm7ab","KDM7A","ENSG00000006459",80853
"elmo3","ELMO3","ENSG00000102890",79767
"meltf","MELTF","ENSG00000163975",4241
"fam222a","FAM222A","ENSG00000139438",84915
"cd248b","CD248","ENSG00000174807",57124
"aglb","AGL","ENSG00000162688",178
"slc44a1b","SLC44A1","ENSG00000070214",23446
"dop1a","DOP1A","ENSG00000083097",23033
"pnpla7b","PNPLA7","ENSG00000130653",375775
"nop2","NOP2","ENSG00000111641",4839
"spen","SPEN","ENSG00000065526",23013
"rbm6","RBM6","ENSG00000004534",10180
"ankzf1","ANKZF1","ENSG00000163516",55139
"pik3r4","PIK3R4","ENSG00000196455",30849
"atp5mf","ATP5MF","ENSG00000241468",9551
"bag1","BAG1","ENSG00000107262",573
"fam189a2","FAM189A2","ENSG00000135063",9413
"rln3a","RLN3","ENSG00000288474",117579
"rln3a","RLN3","ENSG00000171136",117579
"insl5a","INSL5","ENSG00000172410",10022
"insl3","INSL3","ENSG00000248099",3640
"dscama","DSCAM","ENSG00000171587",1826
"btc","BTC","ENSG00000174808",685
"vipr1b","VIPR1","ENSG00000114812",7433
"dnmt3bb.1","DNMT3B","ENSG00000088305",1789
"dnmt3bb.3","DNMT3B","ENSG00000088305",1789
"dnmt3ab","DNMT3A","ENSG00000119772",1788
"dnmt3ba","DNMT3B","ENSG00000088305",1789
"dnmt3aa","DNMT3A","ENSG00000119772",1788
"adcyap1r1a","ADCYAP1R1","ENSG00000078549",117
"ghrhra","GHRHR","ENSG00000106128",2692
"tnfa","TNF","ENSG00000228978",7124
"tnfa","TNF","ENSG00000230108",7124
"tnfa","TNF","ENSG00000223952",7124
"tnfa","TNF","ENSG00000228849",7124
"tnfa","TNF","ENSG00000228321",7124
"tnfa","TNF","ENSG00000204490",7124
"tnfa","TNF","ENSG00000206439",7124
"tnfa","TNF","ENSG00000232810",7124
"lgals2a","LGALS2","ENSG00000100079",3957
"lrrc1","LRRC1","ENSG00000137269",55227
"mapk7","MAPK7","ENSG00000166484",5598
"smim12","SMIM12","ENSG00000163866",113444
"asrgl1","ASRGL1","ENSG00000162174",80150
"tmem248","TMEM248","ENSG00000106609",55069
"cdc42ep2","CDC42EP2","ENSG00000149798",10435
"pex7","PEX7","ENSG00000112357",5191
"wdcp","WDCP","ENSG00000163026",80304
"retsat","RETSAT","ENSG00000042445",54884
"slc27a1a","SLC27A1","ENSG00000130304",376497
"eif4enif1","EIF4ENIF1","ENSG00000184708",56478
"dhrs7ca","DHRS7C","ENSG00000184544",201140
"xrcc3","XRCC3","ENSG00000126215",7517
"ilrun","ILRUN","ENSG00000196821",64771
"arsa","ARSA","ENSG00000100299",410
"pgap2","PGAP2","ENSG00000148985",27315
"ptpn18","PTPN18","ENSG00000072135",26469
"gje1","GJE1","ENSG00000203733",100126572
"pop5","POP5","ENSG00000167272",51367
"smyd2a","SMYD2","ENSG00000143499",56950
"nenf","NENF","ENSG00000117691",29937
"ccnh","CCNH","ENSG00000134480",902
"polr1h","POLR1H","ENSG00000233795",30834
"polr1h","POLR1H","ENSG00000236808",30834
"polr1h","POLR1H","ENSG00000235176",30834
"polr1h","POLR1H","ENSG00000235443",30834
"polr1h","POLR1H","ENSG00000236949",30834
"polr1h","POLR1H","ENSG00000206502",30834
"polr1h","POLR1H","ENSG00000224859",30834
"polr1h","POLR1H","ENSG00000066379",30834
"dynll2b","DYNLL2","ENSG00000264364",140735
"aoc2","AOC2","ENSG00000131480",314
"aoc2","AOC3","ENSG00000131471",8639
"miga2","MIGA2","ENSG00000148343",84895
"hsbp1a","HSBP1","ENSG00000230989",3281
"acss1","ACSS1","ENSG00000154930",84532
"zgc:112185","C8orf33","ENSG00000182307",65265
"astn1","ASTN1","ENSG00000152092",460
"ptbp2a","PTBP2","ENSG00000117569",58155
"slc35g2b","SLC35G2","ENSG00000168917",80723
"scfd2","SCFD2","ENSG00000184178",152579
"mettl21a","METTL21A","ENSG00000144401",151194
"kctd9a","KCTD9","ENSG00000104756",54793
"nmd3","NMD3","ENSG00000169251",51068
"nebl","NEBL","ENSG00000078114",10529
"gcna","GCNA","ENSG00000147174",93953
"ndufa5","NDUFA5","ENSG00000128609",4698
"gcsha","GCSH","ENSG00000140905",2653
"mrpl10","MRPL10","ENSG00000159111",124995
"ndufa9a","NDUFA9","ENSG00000139180",4704
"sptssa","SPTSSA","ENSG00000165389",171546
"fam221a","FAM221A","ENSG00000188732",340277
"rab6bb","RAB6B","ENSG00000154917",51560
"tmem167a","TMEM167A","ENSG00000174695",153339
"spopla","SPOPL","ENSG00000144228",339745
"terb2","TERB2","ENSG00000167014",145645
"spcs2","SPCS2","ENSG00000118363",9789
"meig1","MEIG1","ENSG00000197889",644890
"prdx1","PRDX1","ENSG00000117450",5052
"tcima","TCIM","ENSG00000176907",56892
"hdhd2","HDHD2","ENSG00000167220",84064
"bccip","BCCIP","ENSG00000107949",56647
"mrpl51","MRPL51","ENSG00000111639",51258
"gstcd","GSTCD","ENSG00000138780",79807
"rpp30","RPP30","ENSG00000148688",10556
"napga","NAPG","ENSG00000134265",8774
"ube2ka","UBE2K","ENSG00000078140",3093
"thada","THADA","ENSG00000115970",63892
"itga6b","ITGA6","ENSG00000091409",3655
"npm3","NPM3","ENSG00000107833",10360
"ccdc174","CCDC174","ENSG00000154781",51244
"zdhhc2","ZDHHC2","ENSG00000104219",51201
"zswim8","ZSWIM8","ENSG00000214655",23053
"gnb2","GNB2","ENSG00000172354",2783
"phf23a","PHF23","ENSG00000040633",79142
"nbeaa","NBEA","ENSG00000172915",26960
"capn2a","CAPN2","ENSG00000162909",824
"cacna2d2a","CACNA2D2","ENSG00000007402",9254
"pid1","PID1","ENSG00000153823",55022
"tufm","TUFM","ENSG00000178952",7284
"cog8","COG8","ENSG00000213380",84342
"gnb1l","GNB1L","ENSG00000185838",54584
"shisa9a","SHISA9","ENSG00000237515",729993
"nmrk1","NMRK1","ENSG00000106733",54981
"mybpc2b","MYBPC2","ENSG00000086967",4606
"tmem86a","TMEM86A","ENSG00000151117",144110
"dbt","DBT","ENSG00000137992",1629
"msi1b","MSI1","ENSG00000135097",4440
"ndufc2","NDUFC2","ENSG00000151366",4718
"faim2a","FAIM2","ENSG00000135472",23017
"slc25a44b","SLC25A44","ENSG00000160785",9673
"cdh6","CDH6","ENSG00000113361",1004
"lim2.5","LIM2","ENSG00000105370",3982
"islr2","ISLR2","ENSG00000167178",57611
"cnih2","CNIH2","ENSG00000174871",254263
"kcnmb2","KCNMB2","ENSG00000197584",10242
"itga11a","ITGA11","ENSG00000137809",22801
"nsd3","NSD3","ENSG00000147548",54904
"sorbs3","SORBS3","ENSG00000120896",10174
"plcxd3","PLCXD3","ENSG00000182836",345557
"tcp11l1","TCP11L1","ENSG00000176148",55346
"acp1","ACP1","ENSG00000143727",52
"erlin1","ERLIN1","ENSG00000107566",10613
"nectin3b","NECTIN3","ENSG00000177707",25945
"lifra","LIFR","ENSG00000113594",3977
"sept9b","SEPTIN9","ENSG00000282302",10801
"sept9b","SEPTIN9","ENSG00000184640",10801
"ccdc24","CCDC24","ENSG00000159214",149473
"trmt13","TRMT13","ENSG00000122435",54482
"slc47a1","SLC47A1","ENSG00000142494",55244
"kcnj1a.2","KCNJ1","ENSG00000151704",3758
"ttc14","TTC14","ENSG00000163728",151613
"ercc5","ERCC5","ENSG00000134899",2073
"hibch","HIBCH","ENSG00000198130",26275
"igfn1.1","IGFN1","ENSG00000163395",91156
"ppp1r13l","PPP1R13L","ENSG00000104881",10848
"elp3","ELP3","ENSG00000134014",55140
"castor1","CASTOR1","ENSG00000239282",652968
"accs","ACCS","ENSG00000110455",84680
"thap3","THAP3","ENSG00000041988",90326
"ippk","IPPK","ENSG00000127080",64768
"srpx","SRPX","ENSG00000101955",8406
"hhla2a.1","HHLA2","ENSG00000114455",11148
"naa20","NAA20","ENSG00000173418",51126
"mtmr1b","MTMR1","ENSG00000063601",8776
"tmem183a","TMEM183A","ENSG00000163444",92703
"armt1","ARMT1","ENSG00000146476",79624
"man2b1","MAN2B1","ENSG00000104774",4125
"cdcp1a","CDCP1","ENSG00000163814",64866
"rufy3","RUFY3","ENSG00000018189",22902
"eif4e2","EIF4E2","ENSG00000135930",9470
"mat2ab","MAT2A","ENSG00000168906",4144
"smpdl3a","SMPDL3A","ENSG00000172594",10924
"camkk1a","CAMKK1","ENSG00000004660",84254
"ocstamp","OCSTAMP","ENSG00000149635",128506
"sh2d5","SH2D5","ENSG00000189410",400745
"ikbkg","IKBKG","ENSG00000269335",8517
"scrt1b","SCRT1","ENSG00000284923",83482
"scrt1b","SCRT1","ENSG00000261678",83482
"vps33b","VPS33B","ENSG00000184056",26276
"golim4b","GOLIM4","ENSG00000173905",27333
"ppp5c","PPP5C","ENSG00000011485",5536
"apool","APOOL","ENSG00000155008",139322
"alpi.1","ALPI","ENSG00000163295",248
"kcnab1a","KCNAB1","ENSG00000169282",7881
"parla","PARL","ENSG00000175193",55486
"tdrkh","TDRKH","ENSG00000182134",11022
"fam219b","FAM219B","ENSG00000178761",57184
"rnf152","RNF152","ENSG00000176641",220441
"mfge8a","MFGE8","ENSG00000140545",4240
"ablim1b","ABLIM1","ENSG00000099204",3983
"eya4","EYA4","ENSG00000112319",2070
"mocos","MOCOS","ENSG00000075643",55034
"rbm39b","RBM39","ENSG00000131051",9584
"trim2a","TRIM2","ENSG00000109654",23321
"mtmr12","MTMR12","ENSG00000150712",54545
"flt1","FLT1","ENSG00000102755",2321
"ptges","PTGES","ENSG00000148344",9536
"phox2bb","PHOX2B","ENSG00000109132",8929
"nalcn","NALCN","ENSG00000102452",259232
"pik3c3","PIK3C3","ENSG00000078142",5289
"fam8a1b","FAM8A1","ENSG00000137414",51439
"rpe65b","RPE65","ENSG00000116745",6121
"hsh2d","HSH2D","ENSG00000196684",84941
"actr2b","ACTR2","ENSG00000138071",10097
"abcb8","ABCB8","ENSG00000197150",11194
"nr1h3","NR1H3","ENSG00000025434",10062
"glb1","GLB1","ENSG00000170266",2720
"ubb","UBB","ENSG00000170315",7314
"btbd8","BTBD8","ENSG00000189195",284697
"cnpy3","CNPY3","ENSG00000137161",10695
"rexo4","REXO4","ENSG00000280706",57109
"rexo4","REXO4","ENSG00000148300",57109
"st3gal3b","ST3GAL3","ENSG00000126091",6487
"atpaf2","ATPAF2","ENSG00000171953",91647
"plbd1","PLBD1","ENSG00000121316",79887
"nhsl1a","NHSL1","ENSG00000135540",57224
"ribc2","RIBC2","ENSG00000128408",26150
"ecscr","ECSCR","ENSG00000288297",641700
"ecscr","ECSCR","ENSG00000249751",641700
"itga3b","ITGA3","ENSG00000005884",3675
"marveld2a","MARVELD2","ENSG00000274671",153562
"marveld2a","MARVELD2","ENSG00000152939",153562
"slka","SLK","ENSG00000065613",9748
"zbtb21","ZBTB21","ENSG00000173276",49854
"myo5ab","MYO5A","ENSG00000197535",4644
"dnajc5b","DNAJC5B","ENSG00000147570",85479
"eif2ak3","EIF2AK3","ENSG00000172071",9451
"foxn2b","FOXN2","ENSG00000170802",3344
"lhfpl2b","LHFPL2","ENSG00000145685",10184
"asb4","ASB4","ENSG00000005981",51666
"nmnat1","NMNAT1","ENSG00000173614",64802
"stk16","STK16","ENSG00000115661",8576
"fancg","FANCG","ENSG00000221829",2189
"naa40","NAA40","ENSG00000110583",79829
"pcyt1aa","PCYT1A","ENSG00000161217",5130
"prkn","PRKN","ENSG00000185345",5071
"fam50a","FAM50A","ENSG00000071859",9130
"prrg4","PRRG4","ENSG00000135378",79056
"elp4","ELP4","ENSG00000109911",26610
"dctd","DCTD","ENSG00000129187",1635
"akr1a1b","AKR1A1","ENSG00000117448",10327
"higd2a","HIGD2A","ENSG00000146066",192286
"slc38a11","SLC38A11","ENSG00000169507",151258
"alad","ALAD","ENSG00000148218",210
"wdr73","WDR73","ENSG00000177082",84942
"nfyba","NFYB","ENSG00000120837",4801
"dnajc28","DNAJC28","ENSG00000262911",54943
"dnajc28","DNAJC28","ENSG00000177692",54943
"arfip2b","ARFIP2","ENSG00000132254",23647
"gosr1","GOSR1","ENSG00000108587",9527
"syt13","SYT13","ENSG00000019505",57586
"ttc5","TTC5","ENSG00000136319",91875
"golga7ba","GOLGA7B","ENSG00000155265",401647
"mrto4","MRTO4","ENSG00000053372",51154
"lgals3bp.2","LGALS3BP","ENSG00000108679",3959
"gatd3a","GATD3A","ENSG00000160221",8209
"stx11b.2","STX11","ENSG00000135604",8676
"cremb","CREM","ENSG00000095794",1390
"zgc:112052","C19orf12","ENSG00000131943",83636
"morn3","MORN3","ENSG00000139714",283385
"spata4","SPATA4","ENSG00000150628",132851
"mfsd10","MFSD10","ENSG00000109736",10227
"cpt1a2b","CPT1A","ENSG00000110090",1374
"dync1li2","DYNC1LI2","ENSG00000135720",1783
"unc45a","UNC45A","ENSG00000140553",55898
"wdr38","WDR38","ENSG00000136918",401551
"triap1","TRIAP1","ENSG00000170855",51499
"nsdhl","NSDHL","ENSG00000147383",50814
"nudt12","NUDT12","ENSG00000112874",83594
"afmid","AFMID","ENSG00000183077",125061
"ppie","PPIE","ENSG00000084072",10450
"stard4","STARD4","ENSG00000164211",134429
"cib1","CIB1","ENSG00000185043",10519
"rab42b","RAB42","ENSG00000188060",115273
"cyb5d1","CYB5D1","ENSG00000182224",124637
"gjb3","GJB3","ENSG00000188910",2707
"malb","MAL","ENSG00000172005",4118
"zbtb8os","ZBTB8OS","ENSG00000176261",339487
"npepl1","NPEPL1","ENSG00000215440",79716
"snrnp25","SNRNP25","ENSG00000161981",79622
"sncga","SNCG","ENSG00000173267",6623
"dapp1","DAPP1","ENSG00000070190",27071
"srd5a2b","SRD5A2","ENSG00000277893",6716
"osr2","OSR2","ENSG00000164920",116039
"mrm3a","MRM3","ENSG00000171861",55178
"mrpl12","MRPL12","ENSG00000262814",6182
"ecrg4a","ECRG4","ENSG00000119147",84417
"praf2","PRAF2","ENSG00000243279",11230
"mppe1","MPPE1","ENSG00000154889",65258
"c1qtnf4","C1QTNF4","ENSG00000284838",114900
"c1qtnf4","C1QTNF4","ENSG00000172247",114900
"srd5a2a","SRD5A2","ENSG00000277893",6716
"rhbdl3","RHBDL3","ENSG00000141314",162494
"azin1a","AZIN1","ENSG00000155096",51582
"prr15lb","PRR15L","ENSG00000167183",79170
"hcfc2","HCFC2","ENSG00000111727",29915
"slc44a1a","SLC44A1","ENSG00000070214",23446
"arf4b","ARF4","ENSG00000168374",378
"gpd1a","GPD1","ENSG00000167588",2819
"lhx9","LHX9","ENSG00000143355",56956
"barhl1a","BARHL1","ENSG00000125492",56751
"agr2","AGR2","ENSG00000106541",10551
"yod1","YOD1","ENSG00000180667",55432
"bbox1","BBOX1","ENSG00000129151",8424
"tmem184ba","TMEM184B","ENSG00000198792",25829
"cdk5r2a","CDK5R2","ENSG00000171450",8941
"adtrp1","ADTRP","ENSG00000111863",84830
"ap1s3a","AP1S3","ENSG00000152056",130340
"dusp11","DUSP11","ENSG00000144048",8446
"sult6b1","SULT6B1","ENSG00000138068",391365
"gucy1a1","GUCY1A1","ENSG00000164116",2982
"znf367","ZNF367","ENSG00000165244",195828
"pecr","PECR","ENSG00000115425",55825
"f3b","F3","ENSG00000117525",2152
"b4galt1","B4GALT1","ENSG00000086062",2683
"prkar1ab","PRKAR1A","ENSG00000108946",5573
"cacng8a","CACNG8","ENSG00000142408",59283
"mpped2a","MPPED2","ENSG00000066382",744
"cldn19","CLDN19","ENSG00000164007",149461
"slc27a4","SLC27A4","ENSG00000167114",10999
"rfesd","RFESD","ENSG00000175449",317671
"dusp22b","DUSP22","ENSG00000112679",56940
"ca8","CA8","ENSG00000178538",767
"hspb2","HSPB2","ENSG00000170276",3316
"cebpz","CEBPZ","ENSG00000115816",10153
"coq10b","COQ10B","ENSG00000115520",80219
"tmem243a","TMEM243","ENSG00000135185",79161
"arl4ca","ARL4C","ENSG00000188042",10123
"acta1a","ACTA1","ENSG00000143632",58
"ss18l2","SS18L2","ENSG00000008324",51188
"exosc2","EXOSC2","ENSG00000130713",23404
"sde2","SDE2","ENSG00000143751",163859
"asb5b","ASB5","ENSG00000164122",140458
"znhit1","ZNHIT1","ENSG00000106400",10467
"ndufs3","NDUFS3","ENSG00000285387",4722
"ndufs3","NDUFS3","ENSG00000213619",4722
"grap2a","GRAP2","ENSG00000100351",9402
"pdrg1","PDRG1","ENSG00000088356",81572
"dhrs7b","DHRS7B","ENSG00000109016",25979
"mrps18b","MRPS18B","ENSG00000229861",28973
"mrps18b","MRPS18B","ENSG00000223775",28973
"mrps18b","MRPS18B","ENSG00000226111",28973
"mrps18b","MRPS18B","ENSG00000233813",28973
"mrps18b","MRPS18B","ENSG00000227420",28973
"mrps18b","MRPS18B","ENSG00000203624",28973
"mrps18b","MRPS18B","ENSG00000204568",28973
"lrrc39","LRRC39","ENSG00000122477",127495
"psmd5","PSMD5","ENSG00000095261",5711
"hexa","HEXA","ENSG00000213614",3073
"ubl7a","UBL7","ENSG00000288408",84993
"ubl7a","UBL7","ENSG00000138629",84993
"eed","EED","ENSG00000074266",8726
"ube2g2","UBE2G2","ENSG00000184787",7327
"cops6","COPS6","ENSG00000168090",10980
"cdca7a","CDCA7","ENSG00000144354",83879
"hmgb3b","HMGB3","ENSG00000029993",3149
"slc24a4a","SLC24A4","ENSG00000140090",123041
"slc25a19","SLC25A19","ENSG00000125454",60386
"tspan15","TSPAN15","ENSG00000099282",23555
"cfap161","CFAP161","ENSG00000156206",161502
"iglon5","IGLON5","ENSG00000142549",402665
"capslb","CAPSL","ENSG00000152611",133690
"babam2","BABAM2","ENSG00000158019",9577
"Sep-10","SEPTIN10","ENSG00000186522",151011
"arpin","ARPIN","ENSG00000242498",348110
"arhgap1","ARHGAP1","ENSG00000175220",392
"dctn4","DCTN4","ENSG00000132912",51164
"rhoub","RHOU","ENSG00000284984",58480
"rhoub","RHOU","ENSG00000116574",58480
"sypl2b","SYPL2","ENSG00000143028",284612
"aspscr1","ASPSCR1","ENSG00000169696",79058
"znf750","ZNF750","ENSG00000141579",79755
"leprot","LEPROT","ENSG00000213625",54741
"lmbrd2a","LMBRD2","ENSG00000164187",92255
"ccs","CCS","ENSG00000173992",9973
"frg1","FRG1","ENSG00000275145",2483
"frg1","FRG1","ENSG00000283630",2483
"frg1","FRG1","ENSG00000283153",2483
"frg1","FRG1","ENSG00000109536",2483
"eef1a1b","EEF1A1","ENSG00000156508",1915
"esd","ESD","ENSG00000139684",2098
"cirbpa","CIRBP","ENSG00000099622",1153
"snx30","SNX30","ENSG00000148158",401548
"iscub","ISCU","ENSG00000136003",23479
"psmb4","PSMB4","ENSG00000159377",5692
"adss2","ADSS2","ENSG00000035687",159
"vsig8a","VSIG8","ENSG00000243284",391123
"hikeshi","HIKESHI","ENSG00000149196",51501
"ssbp1","SSBP1","ENSG00000262771",6742
"ssbp1","SSBP1","ENSG00000106028",6742
"capn2l","CAPN2","ENSG00000162909",824
"nsmaf","NSMAF","ENSG00000035681",8439
"bdh2","BDH2","ENSG00000164039",56898
"tmco1","TMCO1","ENSG00000143183",54499
"grtp1b","GRTP1","ENSG00000139835",79774
"zgc:112416","C21orf58","ENSG00000160298",54058
"efcab11","EFCAB11","ENSG00000140025",90141
"klc4","KLC4","ENSG00000137171",89953
"spata6","SPATA6","ENSG00000132122",54558
"rras2","RRAS2","ENSG00000133818",22800
"utp23","UTP23","ENSG00000147679",84294
"crlf3","CRLF3","ENSG00000176390",51379
"creb1b","CREB1","ENSG00000118260",1385
"mllt3","MLLT3","ENSG00000171843",4300
"twist1b","TWIST1","ENSG00000122691",7291
"rgs5b","RGS5","ENSG00000143248",8490
"rgs5b","RGS5","ENSG00000232995",8490
"chodl","CHODL","ENSG00000154645",140578
"phyh","PHYH","ENSG00000107537",5264
"nfu1","NFU1","ENSG00000169599",27247
"stoml3b","STOML3","ENSG00000133115",161003
"cbsa","CBS","ENSG00000160200",875
"arl3a","ARL3","ENSG00000138175",403
"timmdc1","TIMMDC1","ENSG00000113845",51300
"tmem11","TMEM11","ENSG00000178307",8834
"timm10b","TIMM10B","ENSG00000132286",26515
"baiap2l1b","BAIAP2L1","ENSG00000006453",55971
"gm2a","GM2A","ENSG00000196743",2760
"gtf2f2b","GTF2F2","ENSG00000188342",2963
"ppa1b","PPA1","ENSG00000180817",5464
"poli","POLI","ENSG00000101751",11201
"hddc3","HDDC3","ENSG00000184508",374659
"rrp7a","RRP7A","ENSG00000189306",27341
"lratd2b","LRATD2","ENSG00000168672",157638
"stk11","STK11","ENSG00000118046",6794
"rasl11a","RASL11A","ENSG00000122035",387496
"slc18b1","SLC18B1","ENSG00000146409",116843
"henmt1","HENMT1","ENSG00000162639",113802
"nudt18","NUDT18","ENSG00000275074",79873
"chmp4c","CHMP4C","ENSG00000164695",92421
"nadka","NADK","ENSG00000008130",65220
"rgs16","RGS16","ENSG00000143333",6004
"tfap2b","TFAP2B","ENSG00000008196",7021
"necab1","NECAB1","ENSG00000123119",64168
"stmn1b","STMN1","ENSG00000117632",3925
"mecr","MECR","ENSG00000116353",51102
"cbx7a","CBX7","ENSG00000100307",23492
