# SignalP-5.0	Organism: Eukarya	Timestamp: 20230728094043
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENSDART00000149715	OTHER	0.000634	0.999366	
ENSDART00000149719	OTHER	0.003756	0.996244	
ENSDART00000149726	OTHER	0.003323	0.996677	
ENSDART00000149775	OTHER	0.304843	0.695157	
ENSDART00000149784	OTHER	0.305199	0.694801	
ENSDART00000149785	OTHER	0.015823	0.984177	
ENSDART00000149817	OTHER	0.015172	0.984828	
ENSDART00000149878	OTHER	0.001268	0.998732	
ENSDART00000149885	OTHER	0.000587	0.999413	
ENSDART00000149940	SP(Sec/SPI)	0.981383	0.018617	CS pos: 22-23. SIA-TS. Pr: 0.4826
ENSDART00000149957	OTHER	0.001722	0.998278	
ENSDART00000150023	OTHER	0.030124	0.969876	
ENSDART00000150036	SP(Sec/SPI)	0.981383	0.018617	CS pos: 22-23. SIA-TS. Pr: 0.4826
ENSDART00000150128	SP(Sec/SPI)	0.811957	0.188043	CS pos: 38-39. ANG-QD. Pr: 0.2865
ENSDART00000150133	OTHER	0.011271	0.988729	
ENSDART00000150158	OTHER	0.001532	0.998468	
ENSDART00000150265	OTHER	0.000223	0.999777	
ENSDART00000150454	OTHER	0.000290	0.999710	
ENSDART00000150458	OTHER	0.001180	0.998820	
ENSDART00000150490	OTHER	0.000968	0.999032	
ENSDART00000150575	OTHER	0.007066	0.992934	
ENSDART00000150729	OTHER	0.000491	0.999509	
ENSDART00000150731	OTHER	0.015394	0.984606	
ENSDART00000150885	OTHER	0.002249	0.997751	
ENSDART00000150918	OTHER	0.000608	0.999392	
ENSDART00000150959	SP(Sec/SPI)	0.798645	0.201355	CS pos: 19-20. SLG-FS. Pr: 0.5102
ENSDART00000151044	OTHER	0.002837	0.997163	
ENSDART00000151223	SP(Sec/SPI)	0.968888	0.031112	CS pos: 25-26. CHA-ST. Pr: 0.8018
ENSDART00000151229	OTHER	0.253397	0.746603	
ENSDART00000151424	OTHER	0.000227	0.999773	
ENSDART00000151438	OTHER	0.007010	0.992990	
ENSDART00000151443	OTHER	0.052480	0.947520	
ENSDART00000151766	OTHER	0.002808	0.997192	
ENSDART00000151773	OTHER	0.009916	0.990084	
ENSDART00000151851	OTHER	0.006557	0.993443	
ENSDART00000151924	OTHER	0.001800	0.998200	
ENSDART00000152020	OTHER	0.006557	0.993443	
ENSDART00000152030	OTHER	0.001000	0.999000	
ENSDART00000152182	OTHER	0.001646	0.998354	
ENSDART00000152453	SP(Sec/SPI)	0.971030	0.028970	CS pos: 27-28. PAA-VD. Pr: 0.2313
ENSDART00000152520	OTHER	0.008180	0.991820	
ENSDART00000152538	SP(Sec/SPI)	0.635289	0.364711	CS pos: 28-29. TLC-FH. Pr: 0.1640
ENSDART00000152719	OTHER	0.000273	0.999727	
ENSDART00000152748	OTHER	0.001958	0.998042	
ENSDART00000152757	OTHER	0.000242	0.999758	
ENSDART00000152777	OTHER	0.000662	0.999338	
ENSDART00000152780	OTHER	0.001799	0.998201	
ENSDART00000152876	OTHER	0.002221	0.997779	
ENSDART00000152905	SP(Sec/SPI)	0.805204	0.194796	CS pos: 18-19. TEA-IN. Pr: 0.7107
ENSDART00000152917	OTHER	0.000557	0.999443	
ENSDART00000152955	OTHER	0.000228	0.999772	
ENSDART00000152971	OTHER	0.015321	0.984679	
ENSDART00000153007	OTHER	0.008625	0.991375	
ENSDART00000153020	OTHER	0.002245	0.997755	
ENSDART00000153050	OTHER	0.004747	0.995253	
ENSDART00000153054	OTHER	0.002677	0.997323	
ENSDART00000153055	OTHER	0.002155	0.997845	
ENSDART00000153070	OTHER	0.006869	0.993131	
ENSDART00000153129	OTHER	0.001231	0.998769	
ENSDART00000153136	OTHER	0.000568	0.999432	
ENSDART00000153143	OTHER	0.005860	0.994140	
ENSDART00000153198	OTHER	0.001013	0.998987	
ENSDART00000153272	OTHER	0.000358	0.999642	
ENSDART00000153332	OTHER	0.000958	0.999042	
ENSDART00000153339	SP(Sec/SPI)	0.982649	0.017351	CS pos: 16-17. TEG-SR. Pr: 0.7342
ENSDART00000153355	SP(Sec/SPI)	0.927387	0.072613	CS pos: 30-31. CRG-RP. Pr: 0.8124
ENSDART00000153391	OTHER	0.386799	0.613201	
ENSDART00000153425	OTHER	0.001205	0.998795	
ENSDART00000153431	OTHER	0.007030	0.992970	
ENSDART00000153514	OTHER	0.001168	0.998832	
ENSDART00000153543	OTHER	0.005051	0.994949	
ENSDART00000153591	OTHER	0.000266	0.999734	
ENSDART00000153619	OTHER	0.001408	0.998592	
ENSDART00000153631	OTHER	0.000556	0.999444	
ENSDART00000153640	OTHER	0.000583	0.999417	
ENSDART00000153669	OTHER	0.000556	0.999444	
ENSDART00000153679	OTHER	0.000292	0.999708	
ENSDART00000154031	OTHER	0.002525	0.997475	
ENSDART00000154083	OTHER	0.001569	0.998431	
ENSDART00000154105	OTHER	0.000576	0.999424	
ENSDART00000154223	OTHER	0.000806	0.999194	
ENSDART00000154252	OTHER	0.001934	0.998066	
ENSDART00000154275	OTHER	0.002109	0.997891	
ENSDART00000154391	OTHER	0.231906	0.768094	
ENSDART00000154405	OTHER	0.001122	0.998878	
ENSDART00000154434	OTHER	0.000197	0.999803	
ENSDART00000154488	OTHER	0.000890	0.999110	
ENSDART00000154501	OTHER	0.010664	0.989336	
ENSDART00000154523	OTHER	0.001687	0.998313	
ENSDART00000154562	OTHER	0.000589	0.999411	
ENSDART00000154697	OTHER	0.005705	0.994295	
ENSDART00000154707	OTHER	0.002676	0.997324	
ENSDART00000154719	OTHER	0.000354	0.999646	
ENSDART00000154824	OTHER	0.033090	0.966910	
ENSDART00000154887	OTHER	0.000542	0.999458	
ENSDART00000154923	OTHER	0.005412	0.994588	
ENSDART00000154925	OTHER	0.002836	0.997164	
ENSDART00000154941	OTHER	0.002999	0.997001	
ENSDART00000154984	OTHER	0.000582	0.999418	
ENSDART00000155094	SP(Sec/SPI)	0.999107	0.000893	CS pos: 19-20. SLG-NK. Pr: 0.9245
ENSDART00000155124	SP(Sec/SPI)	0.895097	0.104903	CS pos: 31-32. SQA-DS. Pr: 0.7006
ENSDART00000155184	OTHER	0.000723	0.999277	
ENSDART00000155232	OTHER	0.001364	0.998636	
ENSDART00000155233	OTHER	0.000808	0.999192	
ENSDART00000155256	OTHER	0.001845	0.998155	
ENSDART00000155268	OTHER	0.000988	0.999012	
ENSDART00000155320	OTHER	0.013828	0.986172	
ENSDART00000155323	OTHER	0.000460	0.999540	
ENSDART00000155330	OTHER	0.133109	0.866891	
ENSDART00000155344	OTHER	0.000456	0.999544	
ENSDART00000155457	OTHER	0.003788	0.996212	
ENSDART00000155480	SP(Sec/SPI)	0.994788	0.005212	CS pos: 22-23. GTG-DK. Pr: 0.7008
ENSDART00000155843	OTHER	0.000091	0.999909	
ENSDART00000155882	OTHER	0.002183	0.997817	
ENSDART00000155894	OTHER	0.000944	0.999056	
ENSDART00000155899	OTHER	0.000892	0.999108	
ENSDART00000155992	OTHER	0.402059	0.597941	
ENSDART00000156000	OTHER	0.135030	0.864970	
ENSDART00000156002	OTHER	0.001832	0.998168	
ENSDART00000156082	OTHER	0.005447	0.994553	
ENSDART00000156144	OTHER	0.003004	0.996996	
ENSDART00000156174	OTHER	0.000842	0.999158	
ENSDART00000156180	OTHER	0.008706	0.991294	
ENSDART00000156206	OTHER	0.002574	0.997426	
ENSDART00000156235	OTHER	0.133109	0.866891	
ENSDART00000156267	OTHER	0.002715	0.997285	
ENSDART00000156301	OTHER	0.000447	0.999553	
ENSDART00000156333	OTHER	0.024334	0.975666	
ENSDART00000156403	OTHER	0.019971	0.980029	
ENSDART00000156418	OTHER	0.000878	0.999122	
ENSDART00000156523	OTHER	0.410083	0.589917	
ENSDART00000156639	OTHER	0.001197	0.998803	
ENSDART00000156668	OTHER	0.001443	0.998557	
ENSDART00000156689	OTHER	0.001454	0.998546	
ENSDART00000156768	OTHER	0.000574	0.999426	
ENSDART00000156796	OTHER	0.001408	0.998592	
ENSDART00000156822	OTHER	0.003132	0.996868	
ENSDART00000157083	OTHER	0.003338	0.996662	
ENSDART00000157237	OTHER	0.014235	0.985765	
ENSDART00000157267	SP(Sec/SPI)	0.999810	0.000190	CS pos: 21-22. GSS-LR. Pr: 0.8045
ENSDART00000157272	OTHER	0.000651	0.999349	
ENSDART00000157319	SP(Sec/SPI)	0.509643	0.490357	CS pos: 34-35. VLC-QK. Pr: 0.3688
ENSDART00000157328	OTHER	0.001369	0.998631	
ENSDART00000157330	OTHER	0.002449	0.997551	
ENSDART00000157392	OTHER	0.001465	0.998535	
ENSDART00000157471	OTHER	0.000560	0.999440	
ENSDART00000157475	OTHER	0.001903	0.998097	
ENSDART00000157503	OTHER	0.000439	0.999561	
ENSDART00000157572	SP(Sec/SPI)	0.980176	0.019824	CS pos: 23-24. CQG-TL. Pr: 0.9149
ENSDART00000157659	OTHER	0.001010	0.998990	
ENSDART00000157689	OTHER	0.001314	0.998686	
ENSDART00000157787	OTHER	0.000492	0.999508	
ENSDART00000157911	OTHER	0.000413	0.999587	
ENSDART00000157935	OTHER	0.113582	0.886418	
ENSDART00000157966	OTHER	0.006538	0.993462	
ENSDART00000158087	OTHER	0.000260	0.999740	
ENSDART00000158247	OTHER	0.001734	0.998266	
ENSDART00000158395	OTHER	0.000439	0.999561	
ENSDART00000158413	OTHER	0.350207	0.649793	
ENSDART00000158433	OTHER	0.000640	0.999360	
ENSDART00000158614	OTHER	0.045969	0.954031	
ENSDART00000158633	OTHER	0.005253	0.994747	
ENSDART00000158681	OTHER	0.012320	0.987680	
ENSDART00000158709	OTHER	0.003363	0.996637	
ENSDART00000158711	OTHER	0.001138	0.998862	
ENSDART00000158758	OTHER	0.003411	0.996589	
ENSDART00000158801	OTHER	0.008031	0.991969	
ENSDART00000158820	OTHER	0.000326	0.999674	
ENSDART00000158846	OTHER	0.016343	0.983657	
ENSDART00000158917	OTHER	0.000665	0.999335	
ENSDART00000158929	SP(Sec/SPI)	0.998332	0.001668	CS pos: 17-18. AFG-AP. Pr: 0.8927
ENSDART00000158937	OTHER	0.000734	0.999266	
ENSDART00000158948	OTHER	0.002626	0.997374	
ENSDART00000158959	OTHER	0.009528	0.990472	
ENSDART00000158960	SP(Sec/SPI)	0.893892	0.106108	CS pos: 36-37. VQT-QT. Pr: 0.7271
ENSDART00000159064	OTHER	0.000396	0.999604	
ENSDART00000159094	OTHER	0.000288	0.999712	
ENSDART00000159348	OTHER	0.005141	0.994859	
ENSDART00000159359	OTHER	0.001528	0.998472	
ENSDART00000159435	SP(Sec/SPI)	0.676672	0.323328	CS pos: 38-39. ARA-QV. Pr: 0.5644
ENSDART00000159601	SP(Sec/SPI)	0.984715	0.015285	CS pos: 20-21. CQA-SD. Pr: 0.6672
ENSDART00000159605	OTHER	0.001004	0.998996	
ENSDART00000159652	OTHER	0.001785	0.998215	
ENSDART00000159674	OTHER	0.002441	0.997559	
ENSDART00000159688	OTHER	0.001245	0.998755	
ENSDART00000159707	OTHER	0.001307	0.998693	
ENSDART00000159782	OTHER	0.002104	0.997896	
ENSDART00000159791	OTHER	0.001674	0.998326	
ENSDART00000159925	OTHER	0.004580	0.995420	
ENSDART00000159969	OTHER	0.000760	0.999240	
ENSDART00000160015	OTHER	0.000257	0.999743	
ENSDART00000160038	OTHER	0.001293	0.998707	
ENSDART00000160054	OTHER	0.000799	0.999201	
ENSDART00000160073	OTHER	0.002877	0.997123	
ENSDART00000160138	OTHER	0.001808	0.998192	
ENSDART00000160278	OTHER	0.008154	0.991846	
ENSDART00000160401	OTHER	0.000923	0.999077	
ENSDART00000160482	OTHER	0.000890	0.999110	
ENSDART00000160551	OTHER	0.001868	0.998132	
ENSDART00000160656	OTHER	0.001118	0.998882	
ENSDART00000160709	OTHER	0.001359	0.998641	
ENSDART00000160789	OTHER	0.007416	0.992584	
ENSDART00000160849	OTHER	0.002086	0.997914	
ENSDART00000160875	OTHER	0.003618	0.996382	
ENSDART00000160992	SP(Sec/SPI)	0.954843	0.045157	CS pos: 19-20. VCC-QL. Pr: 0.4762
ENSDART00000161003	OTHER	0.019937	0.980063	
ENSDART00000161007	OTHER	0.001734	0.998266	
ENSDART00000161030	OTHER	0.000332	0.999668	
ENSDART00000161111	OTHER	0.000347	0.999653	
ENSDART00000161158	OTHER	0.000734	0.999266	
ENSDART00000161188	OTHER	0.001565	0.998435	
ENSDART00000161193	OTHER	0.001273	0.998727	
ENSDART00000161215	OTHER	0.075194	0.924806	
ENSDART00000161312	OTHER	0.001465	0.998535	
ENSDART00000161381	OTHER	0.001496	0.998504	
ENSDART00000161412	SP(Sec/SPI)	0.970062	0.029938	CS pos: 26-27. SSA-CP. Pr: 0.7985
ENSDART00000161436	SP(Sec/SPI)	0.689169	0.310831	CS pos: 25-26. PAA-KQ. Pr: 0.2660
ENSDART00000161443	SP(Sec/SPI)	0.997535	0.002465	CS pos: 19-20. SSA-FT. Pr: 0.3981
ENSDART00000161529	OTHER	0.001706	0.998294	
ENSDART00000161723	OTHER	0.000526	0.999474	
ENSDART00000161729	SP(Sec/SPI)	0.993380	0.006620	CS pos: 16-17. IHA-DS. Pr: 0.6802
ENSDART00000161766	OTHER	0.001309	0.998691	
ENSDART00000161783	SP(Sec/SPI)	0.676672	0.323328	CS pos: 38-39. ARA-QV. Pr: 0.5644
ENSDART00000161795	OTHER	0.001004	0.998996	
ENSDART00000161798	OTHER	0.001286	0.998714	
ENSDART00000161832	OTHER	0.003704	0.996296	
ENSDART00000161899	OTHER	0.001830	0.998170	
ENSDART00000161928	OTHER	0.007255	0.992745	
ENSDART00000161961	OTHER	0.000988	0.999012	
ENSDART00000162002	SP(Sec/SPI)	0.703154	0.296846	CS pos: 25-26. LST-ER. Pr: 0.2110
ENSDART00000162023	OTHER	0.004303	0.995697	
ENSDART00000162133	OTHER	0.000304	0.999696	
ENSDART00000162204	OTHER	0.000203	0.999797	
ENSDART00000162237	OTHER	0.000803	0.999197	
ENSDART00000162266	OTHER	0.001062	0.998938	
ENSDART00000162302	OTHER	0.000995	0.999005	
ENSDART00000162426	OTHER	0.002846	0.997154	
ENSDART00000162429	OTHER	0.007768	0.992232	
ENSDART00000162444	OTHER	0.000610	0.999390	
ENSDART00000162452	OTHER	0.027421	0.972579	
ENSDART00000162460	OTHER	0.001197	0.998803	
ENSDART00000162518	SP(Sec/SPI)	0.993380	0.006620	CS pos: 16-17. IHA-DS. Pr: 0.6802
ENSDART00000162532	OTHER	0.013165	0.986835	
ENSDART00000162597	OTHER	0.005578	0.994422	
ENSDART00000162711	OTHER	0.000653	0.999347	
ENSDART00000162738	OTHER	0.001085	0.998915	
ENSDART00000162764	OTHER	0.000503	0.999497	
ENSDART00000162801	OTHER	0.001088	0.998912	
ENSDART00000162827	OTHER	0.000422	0.999578	
ENSDART00000162839	OTHER	0.001293	0.998707	
ENSDART00000162849	OTHER	0.021099	0.978901	
ENSDART00000162913	OTHER	0.000748	0.999252	
ENSDART00000162967	OTHER	0.000799	0.999201	
ENSDART00000162971	OTHER	0.000439	0.999561	
ENSDART00000163043	SP(Sec/SPI)	0.946315	0.053685	CS pos: 16-17. IGA-WV. Pr: 0.3591
ENSDART00000163045	OTHER	0.000521	0.999479	
ENSDART00000163052	OTHER	0.000886	0.999114	
ENSDART00000163066	OTHER	0.000772	0.999228	
ENSDART00000163073	OTHER	0.001528	0.998472	
ENSDART00000163077	SP(Sec/SPI)	0.976718	0.023282	CS pos: 25-26. TEA-QI. Pr: 0.9384
ENSDART00000163149	OTHER	0.000894	0.999106	
ENSDART00000163221	OTHER	0.000430	0.999570	
ENSDART00000163331	SP(Sec/SPI)	0.963936	0.036064	CS pos: 26-27. ISA-QN. Pr: 0.9191
ENSDART00000163431	OTHER	0.000719	0.999281	
ENSDART00000163635	OTHER	0.039924	0.960076	
ENSDART00000163751	OTHER	0.000729	0.999271	
ENSDART00000163867	OTHER	0.000653	0.999347	
ENSDART00000163931	OTHER	0.001098	0.998902	
ENSDART00000163992	OTHER	0.003729	0.996271	
ENSDART00000164016	OTHER	0.000943	0.999057	
ENSDART00000164119	OTHER	0.000772	0.999228	
ENSDART00000164134	SP(Sec/SPI)	0.565163	0.434837	CS pos: 18-19. LSC-HV. Pr: 0.1645
ENSDART00000164319	OTHER	0.003242	0.996758	
ENSDART00000164328	OTHER	0.001684	0.998316	
ENSDART00000164333	SP(Sec/SPI)	0.999385	0.000615	CS pos: 20-21. ASA-QW. Pr: 0.9902
ENSDART00000164337	OTHER	0.082427	0.917573	
ENSDART00000164344	OTHER	0.000891	0.999109	
ENSDART00000164447	OTHER	0.000760	0.999240	
ENSDART00000164451	OTHER	0.000430	0.999570	
ENSDART00000164453	OTHER	0.006787	0.993213	
ENSDART00000164502	OTHER	0.001419	0.998581	
ENSDART00000164516	OTHER	0.001112	0.998888	
ENSDART00000164670	OTHER	0.353567	0.646433	
ENSDART00000164771	OTHER	0.001182	0.998818	
ENSDART00000164789	SP(Sec/SPI)	0.997535	0.002465	CS pos: 19-20. SSA-FT. Pr: 0.3981
ENSDART00000164799	OTHER	0.435353	0.564647	
ENSDART00000164864	OTHER	0.001444	0.998556	
ENSDART00000164948	OTHER	0.000566	0.999434	
ENSDART00000164979	OTHER	0.000945	0.999055	
ENSDART00000165018	OTHER	0.003128	0.996872	
ENSDART00000165076	SP(Sec/SPI)	0.920784	0.079216	CS pos: 25-26. GSC-SD. Pr: 0.5537
ENSDART00000165084	OTHER	0.000146	0.999854	
ENSDART00000165117	OTHER	0.001405	0.998595	
ENSDART00000165150	OTHER	0.000921	0.999079	
ENSDART00000165162	SP(Sec/SPI)	0.999385	0.000615	CS pos: 20-21. ASA-QW. Pr: 0.9902
ENSDART00000165362	OTHER	0.001621	0.998379	
ENSDART00000165404	SP(Sec/SPI)	0.999385	0.000615	CS pos: 20-21. ASA-QW. Pr: 0.9902
ENSDART00000165477	OTHER	0.000695	0.999305	
ENSDART00000165544	SP(Sec/SPI)	0.927674	0.072326	CS pos: 29-30. IHA-DG. Pr: 0.6634
ENSDART00000165668	OTHER	0.000304	0.999696	
ENSDART00000165672	OTHER	0.004587	0.995413	
ENSDART00000165751	OTHER	0.053219	0.946781	
ENSDART00000165769	OTHER	0.000537	0.999463	
ENSDART00000165972	OTHER	0.001969	0.998031	
ENSDART00000165991	OTHER	0.003518	0.996482	
ENSDART00000166013	OTHER	0.132799	0.867201	
ENSDART00000166045	OTHER	0.002314	0.997686	
ENSDART00000166135	OTHER	0.013393	0.986607	
ENSDART00000166142	OTHER	0.000618	0.999382	
ENSDART00000166313	OTHER	0.002808	0.997192	
ENSDART00000166393	OTHER	0.363862	0.636138	
ENSDART00000166448	OTHER	0.001605	0.998395	
ENSDART00000166479	SP(Sec/SPI)	0.996092	0.003908	CS pos: 17-18. ASA-RN. Pr: 0.9238
ENSDART00000166505	OTHER	0.005541	0.994459	
ENSDART00000166543	OTHER	0.001058	0.998942	
ENSDART00000166566	OTHER	0.001508	0.998492	
ENSDART00000166615	OTHER	0.005467	0.994533	
ENSDART00000166710	OTHER	0.013845	0.986155	
ENSDART00000166712	OTHER	0.001904	0.998096	
ENSDART00000166730	SP(Sec/SPI)	0.998331	0.001669	CS pos: 16-17. SFC-DL. Pr: 0.8640
ENSDART00000166797	OTHER	0.000387	0.999613	
ENSDART00000166803	OTHER	0.000370	0.999630	
ENSDART00000166827	OTHER	0.001039	0.998961	
ENSDART00000166852	OTHER	0.000944	0.999056	
ENSDART00000166922	OTHER	0.001113	0.998887	
ENSDART00000167042	OTHER	0.000436	0.999564	
ENSDART00000167079	OTHER	0.001860	0.998140	
ENSDART00000167128	OTHER	0.004047	0.995953	
ENSDART00000167191	OTHER	0.003729	0.996271	
ENSDART00000167219	SP(Sec/SPI)	0.614621	0.385379	CS pos: 35-36. VGA-LT. Pr: 0.4947
ENSDART00000167269	OTHER	0.000937	0.999063	
ENSDART00000167285	OTHER	0.004092	0.995908	
ENSDART00000167354	OTHER	0.000883	0.999117	
ENSDART00000167411	OTHER	0.001083	0.998917	
ENSDART00000167430	OTHER	0.002085	0.997915	
ENSDART00000167514	OTHER	0.001052	0.998948	
ENSDART00000167540	OTHER	0.022234	0.977766	
ENSDART00000167555	OTHER	0.000352	0.999648	
ENSDART00000167580	OTHER	0.001425	0.998575	
ENSDART00000167630	OTHER	0.003465	0.996535	
ENSDART00000167671	OTHER	0.001865	0.998135	
ENSDART00000167674	OTHER	0.000540	0.999460	
ENSDART00000167952	OTHER	0.012320	0.987680	
ENSDART00000167977	OTHER	0.002474	0.997526	
ENSDART00000168092	OTHER	0.002101	0.997899	
ENSDART00000168177	OTHER	0.001065	0.998935	
ENSDART00000168199	OTHER	0.000886	0.999114	
ENSDART00000168216	OTHER	0.000958	0.999042	
ENSDART00000168236	OTHER	0.000540	0.999460	
ENSDART00000168263	OTHER	0.001027	0.998973	
ENSDART00000168276	OTHER	0.012320	0.987680	
ENSDART00000168367	SP(Sec/SPI)	0.759949	0.240051	CS pos: 20-21. CHT-GK. Pr: 0.5169
ENSDART00000168371	OTHER	0.009950	0.990050	
ENSDART00000168440	OTHER	0.000359	0.999641	
ENSDART00000168532	OTHER	0.000739	0.999261	
ENSDART00000168539	OTHER	0.000632	0.999368	
ENSDART00000168568	SP(Sec/SPI)	0.548428	0.451572	CS pos: 27-28. CSS-ES. Pr: 0.1677
ENSDART00000168633	OTHER	0.000832	0.999168	
ENSDART00000168685	OTHER	0.000246	0.999754	
ENSDART00000168758	OTHER	0.000962	0.999038	
ENSDART00000168770	OTHER	0.001399	0.998601	
ENSDART00000168857	OTHER	0.001359	0.998641	
ENSDART00000168865	OTHER	0.009958	0.990042	
ENSDART00000168875	OTHER	0.071066	0.928934	
ENSDART00000168908	SP(Sec/SPI)	0.970062	0.029938	CS pos: 26-27. SSA-CP. Pr: 0.7985
ENSDART00000168912	OTHER	0.003226	0.996774	
ENSDART00000168954	OTHER	0.004140	0.995860	
ENSDART00000168978	OTHER	0.000891	0.999109	
ENSDART00000169062	OTHER	0.003518	0.996482	
ENSDART00000169083	OTHER	0.000553	0.999447	
ENSDART00000169200	OTHER	0.000758	0.999242	
ENSDART00000169209	OTHER	0.002282	0.997718	
ENSDART00000169220	OTHER	0.000481	0.999519	
ENSDART00000169300	OTHER	0.000268	0.999732	
ENSDART00000169310	OTHER	0.033259	0.966741	
ENSDART00000169318	OTHER	0.000140	0.999860	
ENSDART00000169466	OTHER	0.012320	0.987680	
ENSDART00000169473	OTHER	0.000626	0.999374	
ENSDART00000169531	OTHER	0.004587	0.995413	
ENSDART00000169548	OTHER	0.006016	0.993984	
ENSDART00000169555	OTHER	0.002335	0.997665	
ENSDART00000169660	OTHER	0.001619	0.998381	
ENSDART00000169666	OTHER	0.012968	0.987032	
ENSDART00000169708	OTHER	0.000774	0.999226	
ENSDART00000169751	OTHER	0.001158	0.998842	
ENSDART00000169845	OTHER	0.000461	0.999539	
ENSDART00000169916	OTHER	0.024417	0.975583	
ENSDART00000169974	OTHER	0.002091	0.997909	
ENSDART00000170017	OTHER	0.000505	0.999495	
ENSDART00000170042	OTHER	0.000745	0.999255	
ENSDART00000170215	OTHER	0.000677	0.999323	
ENSDART00000170222	OTHER	0.009950	0.990050	
ENSDART00000170269	OTHER	0.001651	0.998349	
ENSDART00000170309	OTHER	0.026666	0.973334	
ENSDART00000170346	OTHER	0.144318	0.855682	
ENSDART00000170479	OTHER	0.350207	0.649793	
ENSDART00000170520	OTHER	0.000388	0.999612	
ENSDART00000170589	OTHER	0.004594	0.995406	
ENSDART00000170721	OTHER	0.001444	0.998556	
ENSDART00000170784	OTHER	0.000302	0.999698	
ENSDART00000170790	OTHER	0.002808	0.997192	
ENSDART00000170839	SP(Sec/SPI)	0.614621	0.385379	CS pos: 35-36. VGA-LT. Pr: 0.4947
ENSDART00000170993	OTHER	0.001129	0.998871	
ENSDART00000171009	OTHER	0.000221	0.999779	
ENSDART00000171068	OTHER	0.001903	0.998097	
ENSDART00000171113	OTHER	0.000758	0.999242	
ENSDART00000171244	OTHER	0.002985	0.997015	
ENSDART00000171287	OTHER	0.005253	0.994747	
ENSDART00000171340	OTHER	0.002288	0.997712	
ENSDART00000171450	OTHER	0.010717	0.989283	
ENSDART00000171460	OTHER	0.000227	0.999773	
ENSDART00000171545	OTHER	0.002162	0.997838	
ENSDART00000171570	OTHER	0.001065	0.998935	
ENSDART00000171672	OTHER	0.002182	0.997818	
ENSDART00000171678	OTHER	0.002060	0.997940	
ENSDART00000171708	OTHER	0.000770	0.999230	
ENSDART00000171765	OTHER	0.001245	0.998755	
ENSDART00000171768	OTHER	0.001534	0.998466	
ENSDART00000171808	OTHER	0.353567	0.646433	
ENSDART00000171862	OTHER	0.000856	0.999144	
ENSDART00000171894	OTHER	0.001118	0.998882	
ENSDART00000171993	SP(Sec/SPI)	0.684004	0.315996	CS pos: 25-26. VGA-FY. Pr: 0.6297
ENSDART00000172010	OTHER	0.000876	0.999124	
ENSDART00000172013	OTHER	0.000511	0.999489	
ENSDART00000172020	OTHER	0.027951	0.972049	
ENSDART00000172138	OTHER	0.001404	0.998596	
ENSDART00000172156	SP(Sec/SPI)	0.510876	0.489124	CS pos: 21-22. LHS-SI. Pr: 0.1909
ENSDART00000172165	OTHER	0.000517	0.999483	
ENSDART00000172169	OTHER	0.000203	0.999797	
ENSDART00000172207	SP(Sec/SPI)	0.999852	0.000148	CS pos: 19-20. GSS-LT. Pr: 0.5694
ENSDART00000172233	OTHER	0.001315	0.998685	
ENSDART00000172309	SP(Sec/SPI)	0.985324	0.014676	CS pos: 26-27. ISG-CN. Pr: 0.3578
ENSDART00000172328	OTHER	0.019919	0.980081	
ENSDART00000172417	OTHER	0.001306	0.998694	
ENSDART00000172421	OTHER	0.001359	0.998641	
ENSDART00000172445	OTHER	0.001091	0.998909	
ENSDART00000172465	OTHER	0.000653	0.999347	
ENSDART00000172621	OTHER	0.003802	0.996198	
ENSDART00000172624	OTHER	0.000812	0.999188	
ENSDART00000172642	OTHER	0.000922	0.999078	
ENSDART00000172713	OTHER	0.000797	0.999203	
ENSDART00000172873	OTHER	0.017454	0.982546	
ENSDART00000172878	OTHER	0.001113	0.998887	
ENSDART00000172919	OTHER	0.012939	0.987061	
ENSDART00000172976	OTHER	0.018143	0.981857	
ENSDART00000173050	OTHER	0.022234	0.977766	
ENSDART00000173065	OTHER	0.003495	0.996505	
ENSDART00000173127	OTHER	0.003323	0.996677	
ENSDART00000173142	OTHER	0.001081	0.998919	
ENSDART00000173329	OTHER	0.002552	0.997448	
ENSDART00000173408	OTHER	0.017454	0.982546	
ENSDART00000173438	OTHER	0.010717	0.989283	
ENSDART00000173442	OTHER	0.000799	0.999201	
ENSDART00000173443	OTHER	0.002402	0.997598	
ENSDART00000173458	OTHER	0.128628	0.871372	
ENSDART00000173463	OTHER	0.005583	0.994417	
ENSDART00000173501	OTHER	0.002062	0.997938	
ENSDART00000173502	OTHER	0.000441	0.999559	
ENSDART00000173531	OTHER	0.025621	0.974379	
ENSDART00000173560	OTHER	0.000884	0.999116	
ENSDART00000173572	OTHER	0.001509	0.998491	
ENSDART00000173614	OTHER	0.000529	0.999471	
ENSDART00000173618	OTHER	0.001411	0.998589	
ENSDART00000173626	OTHER	0.000761	0.999239	
ENSDART00000173639	OTHER	0.000484	0.999516	
ENSDART00000173650	OTHER	0.000456	0.999544	
ENSDART00000173678	SP(Sec/SPI)	0.925334	0.074666	CS pos: 21-22. AWA-FS. Pr: 0.7375
ENSDART00000173680	OTHER	0.000475	0.999525	
ENSDART00000173752	OTHER	0.001534	0.998466	
ENSDART00000173761	OTHER	0.001364	0.998636	
ENSDART00000173765	OTHER	0.000240	0.999760	
ENSDART00000173782	OTHER	0.006013	0.993987	
