#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENSDART00000180463	1586	516	0.43746999999999997	8.932433128356934	1	1	coding
ENSDART00000180511	493	134	0.433	7.750473976135253	1	0.85035	coding
ENSDART00000180807	12248	2689	0.38147	8.5530366897583	1	1	coding
ENSDART00000181466	5396	1602	0.43832	7.918861198425294	1	1	coding
ENSDART00000181953	2154	718	0.46207	5.265132331848144	1	1	coding
ENSDART00000183033	1604	418	0.41462	8.43441486358643	1	1	coding
ENSDART00000183264	6629	996	0.44601	8.248939323425294	1	1	coding
ENSDART00000183714	6323	1115	0.46338999999999997	6.357975578308105	1	1	coding
ENSDART00000183885	7951	1805	0.47486	6.313356971740723	1	1	coding
ENSDART00000183935	4520	1177	0.42044	7.679823112487794	1	1	coding
ENSDART00000184584	4628	1441	0.46003	6.143124198913574	1	1	coding
ENSDART00000184655	7984	1954	0.45956	5.721606254577638	1	1	coding
ENSDART00000184779	1497	490	0.47740000000000005	5.639758110046387	1	1	coding
ENSDART00000184916	2894	269	0.32948	6.749255180358888	1	0.999017	coding
ENSDART00000185042	2392	319	0.42584999999999995	6.056103706359862	1	0.999999	coding
ENSDART00000185578	4686	1562	0.4621	5.860066032409667	1	1	coding
ENSDART00000185810	3336	104	0.30191	10.15327091217041	1	0.107715	noncoding
ENSDART00000185922	4620	853	0.46066	5.337999916076659	1	1	coding
ENSDART00000186001	10216	1628	0.30263	6.454033470153808	1	1	coding
ENSDART00000186354	4894	318	0.34691	9.353024864196776	1	0.999464	coding
ENSDART00000187376	2936	718	0.44959	5.265132331848144	1	1	coding
ENSDART00000187751	6698	1019	0.44601	8.269891548156739	1	1	coding
ENSDART00000188039	5129	711	0.34553999999999996	8.77596836090088	1	1	coding
ENSDART00000188137	189	53	0.42115	5.176690864562987	-1	0.0218872	noncoding
ENSDART00000188229	3417	1074	0.45393999999999995	6.355247306823729	1	1	coding
ENSDART00000188874	198	53	0.40292	9.983847999572756	1	0.045396	noncoding
ENSDART00000188934	3230	315	0.33194	5.852108573913574	1	0.999971	coding
ENSDART00000190090	2193	692	0.45897000000000004	5.948678016662597	1	1	coding
ENSDART00000190162	1652	238	0.29202000000000006	9.706376075744629	1	0.863893	coding
ENSDART00000190594	2545	197	0.3582	5.781855583190917	1	0.991782	coding
ENSDART00000190798	2221	502	0.45175000000000004	5.269793128967284	1	1	coding
ENSDART00000191842	1975	588	0.47738	5.6898900985717775	1	1	coding
ENSDART00000192447	4022	1265	0.46984000000000004	6.571917533874512	1	1	coding
ENSDART00000192636	4025	702	0.35892999999999997	8.878215217590334	1	1	coding
ENSDART00000193284	4242	1085	0.40758999999999995	8.31450366973877	1	1	coding
ENSDART00000193537	2660	690	0.42795	9.5633207321167	1	1	coding
ENSDART00000193811	9335	1924	0.44232000000000005	9.72004337310791	1	1	coding
MSTRG.101447.5	470	110	0.4427	6.556343650817872	1	0.648389	coding
MSTRG.103067.3	4231	999	0.43294999999999995	6.080146598815917	1	1	coding
MSTRG.103658.4	100	12	0.42237	8.500108146667483	1	0.00412101	noncoding
MSTRG.105085.1	5357	116	0.33414	4.761993598937988	1	0.592947	coding
MSTRG.105085.2	271	41	0.36789	4.436874580383301	1	0.0261164	noncoding
MSTRG.105085.3	223	38	0.42141	6.487227439880371	-1	0.0194793	noncoding
MSTRG.110692.1	5782	93	0.27202000000000004	11.612190437316897	1	0.068087	noncoding
MSTRG.110692.3	937	238	0.48062000000000005	9.180507469177247	1	0.99985	coding
MSTRG.111022.3	149	7	0.44391	6.688494300842286	1	1.73469e-05	noncoding
MSTRG.111626.1	1550	490	0.48023999999999994	5.639758110046387	1	1	coding
MSTRG.111626.5	55	13	0.42866	4.0500284194946286	1	0.00957925	noncoding
MSTRG.11791.2	137	10	0.26968000000000003	5.266155433654785	-1	0.0737769	noncoding
MSTRG.11791.3	190	32	0.23702	5.251320457458495	-1	0.162075	noncoding
MSTRG.11791.5	336	43	0.3189	10.612092399597167	1	0.0208767	noncoding
MSTRG.11791.6	469	50	0.41217	8.597713279724122	1	0.0317503	noncoding
MSTRG.120739.5	977	235	0.47123000000000004	5.037946891784667	1	0.999949	coding
MSTRG.123318.1	8381	1919	0.44578	6.0378015518188475	1	1	coding
MSTRG.123318.10	91	23	0.32533	7.746893119812013	-1	0.0739793	noncoding
MSTRG.123318.5	100	0	0.42607	0.0	-1	0.0162308	noncoding
MSTRG.123318.8	100	8	0.43256	5.275022315979004	1	0.00332936	noncoding
MSTRG.123318.9	127	31	0.42289	4.0500284194946286	-1	0.0164486	noncoding
MSTRG.130764.1	3849	114	0.38114000000000003	9.267088508605958	1	0.382372	noncoding
MSTRG.130764.2	5801	171	0.29059	6.335637855529785	1	0.823805	coding
MSTRG.132659.13	139	33	0.45836	10.736774253845216	-1	0.104564	noncoding
MSTRG.133249.2	2810	73	0.28385	7.682949256896973	1	0.0382362	noncoding
MSTRG.133918.4	158	8	0.37844	5.585420036315917	1	1.43115e-05	noncoding
MSTRG.143826.1	1523	325	0.44014000000000003	5.149749183654785	1	1	coding
MSTRG.143826.3	51	0	0.27632	0.0	-1	1.18754e-06	noncoding
MSTRG.143826.4	493	127	0.46041	9.05028133392334	-1	0.132655	noncoding
MSTRG.149671.1	2377	80	0.34062000000000003	6.483930778503418	1	0.0783322	noncoding
MSTRG.149671.2	1579	263	0.42131	6.197860145568847	1	0.999966	coding
MSTRG.149671.3	100	30	0.40626	9.101082420349119	-1	0.0557501	noncoding
MSTRG.149671.5	1094	307	0.43778	9.660539054870608	1	0.999984	coding
MSTRG.149861.2	227	58	0.36432	10.819164848327638	-1	0.163909	noncoding
MSTRG.152280.1	3543	83	0.25942000000000004	6.860773277282715	-1	0.170873	noncoding
MSTRG.152280.11	280	65	0.37833999999999995	7.6583948135375985	1	0.0448382	noncoding
MSTRG.152280.13	100	2	0.44634	5.275022315979004	-1	0.00971341	noncoding
MSTRG.152280.3	1985	49	0.32209	11.999967765808105	1	0.025127	noncoding
MSTRG.152280.4	196	25	0.38572999999999996	8.496433448791507	-1	0.047329	noncoding
MSTRG.152280.5	171	45	0.40663999999999995	8.25261402130127	-1	0.0425799	noncoding
MSTRG.152280.6	15095	208	0.31035	5.463614082336425	-1	0.213197	noncoding
MSTRG.152280.8	192	10	0.36222000000000004	8.500108146667483	1	0.00287639	noncoding
MSTRG.152280.9	3206	93	0.34795	8.611122703552248	1	0.120574	noncoding
MSTRG.152996.1	2166	233	0.39439	6.043485450744629	1	0.999586	coding
MSTRG.152996.3	375	48	0.38043	9.857876777648926	1	0.0283451	noncoding
MSTRG.152996.5	156	27	0.34078	5.3806859970092775	-1	0.0228868	noncoding
MSTRG.153312.2	8149	1805	0.47691	6.313356971740723	1	1	coding
MSTRG.153312.5	98	0	0.40386999999999995	0.0	-1	0.00537413	noncoding
MSTRG.153371.2	104	28	0.38771	10.903167152404784	1	0.0154883	noncoding
MSTRG.156456.1	8383	1627	0.40483	7.371755790710449	1	1	coding
MSTRG.156456.4	124	20	0.39644999999999997	4.2520341873168945	1	0.0101291	noncoding
MSTRG.156456.5	100	0	0.40329000000000004	0.0	-1	0.00522436	noncoding
MSTRG.161734.1	4295	516	0.43222	8.932433128356934	1	1	coding
MSTRG.162663.12	100	25	0.46546999999999994	4.0500284194946286	-1	0.0221863	noncoding
MSTRG.162663.4	665	119	0.45711999999999997	4.677417182922363	1	0.90576	coding
MSTRG.162663.6	100	9	0.43824	9.500077247619632	-1	0.0462405	noncoding
MSTRG.164074.3	5159	1281	0.39693	6.347517204284667	-1	0.999998	coding
MSTRG.164074.5	157	44	0.46532	4.950130653381346	-1	0.0238031	noncoding
MSTRG.164074.7	172	10	0.40088999999999997	5.75320873260498	-1	0.01159	noncoding
MSTRG.176682.1	705	176	0.46982999999999997	5.067673683166503	1	0.997097	coding
MSTRG.176682.3	655	186	0.35420999999999997	6.05593318939209	-1	0.147587	noncoding
MSTRG.182832.1	1352	78	0.31342	8.612927818298342	1	0.0484955	noncoding
MSTRG.182832.4	8479	862	0.35756	8.349574470520022	1	1	coding
MSTRG.182832.7	154	13	0.44486000000000003	4.0500284194946286	1	0.0100738	noncoding
MSTRG.184522.2	317	24	0.44611	8.402309608459475	1	0.00982122	noncoding
MSTRG.184522.3	5145	485	0.4117799999999999	7.580866432189942	1	1	coding
MSTRG.184522.4	3022	178	0.28642000000000006	6.2504362106323255	1	0.866879	coding
MSTRG.184522.6	192	49	0.37426000000000004	9.3911901473999	-1	0.0949478	noncoding
MSTRG.184895.5	224	41	0.43629	10.859779930114744	1	0.0462221	noncoding
MSTRG.184895.9	100	28	0.43306	11.999967765808105	-1	0.157075	noncoding
MSTRG.185308.1	1701	238	0.28518000000000004	9.706376075744629	1	0.833691	coding
MSTRG.185308.4	95	23	0.39289999999999997	4.0500284194946286	-1	0.0113376	noncoding
MSTRG.185308.5	100	23	0.46174000000000004	5.957715415954591	-1	0.0142708	noncoding
MSTRG.188226.1	5188	711	0.34553999999999996	8.77596836090088	1	1	coding
MSTRG.188226.2	4059	702	0.36168	8.878215217590334	1	1	coding
MSTRG.188748.1	85	0	0.24563000000000001	0.0	-1	1.07166e-05	noncoding
MSTRG.188748.2	1459	166	0.41259	6.806776237487793	1	0.972771	coding
MSTRG.188748.3	374	0	0.36043	0.0	-1	2.31396e-06	noncoding
MSTRG.19226.1	3582	67	0.32236	8.61924571990967	1	0.0333387	noncoding
MSTRG.192984.5	100	21	0.35107999999999995	8.00028476715088	-1	0.0557603	noncoding
MSTRG.192984.6	100	0	0.40499	0.0	-1	0.00567659	noncoding
MSTRG.19376.1	2676	91	0.31696	8.489470863342287	1	0.0811548	noncoding
MSTRG.19376.2	97	30	0.46929999999999994	5.004696083068848	-1	0.0183393	noncoding
MSTRG.195875.1	4642	1035	0.47683	8.269891548156739	1	1	coding
MSTRG.195875.6	136	17	0.47809	11.999967765808105	-1	0.140541	noncoding
MSTRG.195875.7	100	5	0.37431	8.521060371398928	-1	0.0465969	noncoding
MSTRG.20095.1	2927	461	0.32438	9.273922157287597	1	0.999993	coding
MSTRG.211960.3	626	28	0.29794	10.266412925720214	1	0.0129255	noncoding
MSTRG.211960.4	1166	57	0.30651	11.59143161773682	-1	0.168243	noncoding
MSTRG.214748.1	3538	254	0.36309	9.096247291564943	1	0.996577	coding
MSTRG.217511.2	172	0	0.45028	0.0	-1	0.0507012	noncoding
MSTRG.217511.3	950	172	0.40274999999999994	9.626370811462401	1	0.941574	coding
MSTRG.217511.5	788	49	0.33123	4.4162988662719735	-1	0.0242944	noncoding
MSTRG.218109.1	890	68	0.28222	9.23524112701416	1	0.0335979	noncoding
MSTRG.218109.10	120	16	0.37817	5.969367408752441	-1	0.0157032	noncoding
MSTRG.218109.11	113	6	0.39408	5.275022315979004	1	1.64032e-05	noncoding
MSTRG.218109.12	229	43	0.36868999999999996	8.273630714416509	-1	0.0594886	noncoding
MSTRG.218109.2	333	38	0.38598	7.957800102233887	1	0.0116698	noncoding
MSTRG.218109.3	259	38	0.39598	9.782255363464351	1	0.0199969	noncoding
MSTRG.218109.4	1874	77	0.36001000000000005	9.942008018493652	1	0.0794579	noncoding
MSTRG.218109.5	80	6	0.32826	5.275022315979004	1	1.28685e-05	noncoding
MSTRG.218109.7	201	35	0.372	9.033712959289552	1	0.011807	noncoding
MSTRG.218109.8	68	0	0.38892	0.0	-1	0.00266017	noncoding
MSTRG.218109.9	105	6	0.39149	5.275022315979004	1	1.58703e-05	noncoding
MSTRG.22091.1	3113	718	0.45702000000000004	5.265132331848144	1	1	coding
MSTRG.22091.5	2820	718	0.45841	5.265132331848144	1	1	coding
MSTRG.221710.1	7404	354	0.26594	7.120356941223145	1	0.999432	coding
MSTRG.221710.2	100	16	0.38564	4.505649757385254	-1	0.0104866	noncoding
MSTRG.223536.4	122	23	0.3928	9.776001930236816	1	0.00955438	noncoding
MSTRG.2237.5	51	0	0.42740000000000006	0.0	-1	0.0173391	noncoding
MSTRG.226275.1	4891	1122	0.39254999999999995	8.41436519622803	1	1	coding
MSTRG.226275.6	92	17	0.43209	7.975335502624511	-1	0.0231365	noncoding
MSTRG.226275.7	366	62	0.37739	8.047733497619632	1	0.0387049	noncoding
MSTRG.226275.8	109	22	0.41566000000000003	5.752981376647949	1	0.00634834	noncoding
MSTRG.226275.9	318	49	0.36613	9.099664115905764	-1	0.0904632	noncoding
MSTRG.229499.3	60	5	0.37641	5.275022315979004	1	1.17741e-05	noncoding
MSTRG.229499.5	154	45	0.35684999999999995	10.956482505798338	-1	0.170276	noncoding
MSTRG.229499.6	73	0	0.45415	0.0	-1	0.0596459	noncoding
MSTRG.23065.11	624	94	0.33785	8.753662300109863	1	0.112078	noncoding
MSTRG.23065.14	519	48	0.30643	8.309281730651858	1	0.0144489	noncoding
MSTRG.23065.2	4081	1203	0.42044	7.215562248229981	1	1	coding
MSTRG.23065.7	100	0	0.37863	0.0	-1	8.80528e-06	noncoding
MSTRG.23065.8	180	43	0.44024	6.8130285263061525	-1	0.0218648	noncoding
MSTRG.23458.1	6156	350	0.31287000000000004	9.31228084564209	1	0.999004	coding
MSTRG.23458.3	98	0	0.44081	0.0	-1	0.0331488	noncoding
MSTRG.289.1	369	23	0.34090000000000004	5.2651891708374015	1	0.00524469	noncoding
MSTRG.289.2	310	48	0.34753	8.841468238830569	1	0.0178578	noncoding
MSTRG.289.3	599	8	0.37768	5.275022315979004	-1	0.0113477	noncoding
MSTRG.289.4	694	13	0.42108999999999996	6.49137668609619	-1	0.0133841	noncoding
MSTRG.31522.8	348	40	0.38969000000000004	8.589848136901857	1	0.0151624	noncoding
MSTRG.32644.1	383	87	0.35468	9.359536170959473	1	0.105752	noncoding
MSTRG.32644.2	100	32	0.39260999999999996	8.6556058883667	-1	0.0508497	noncoding
MSTRG.327.1	3267	834	0.48668	7.497597312927247	1	1	coding
MSTRG.327.2	186	26	0.21703999999999998	5.257459068298339	-1	0.218765	noncoding
MSTRG.327.4	144	36	0.37416999999999995	11.853689002990723	-1	0.178356	noncoding
MSTRG.38347.1	9438	484	0.29367000000000004	8.812264060974119	1	0.999984	coding
MSTRG.47780.1	3923	642	0.43805	7.413361930847168	1	1	coding
MSTRG.47780.4	443	54	0.32022	4.944446754455566	1	0.0341907	noncoding
MSTRG.48154.3	362	62	0.43431000000000003	9.814360618591309	1	0.101589	noncoding
MSTRG.55895.1	14242	1047	0.39252	5.435194587707519	1	1	coding
MSTRG.55895.3	85	28	0.39618	8.040061759948731	-1	0.0350858	noncoding
MSTRG.56696.2	8856	1586	0.37176	5.9137788772583	1	1	coding
MSTRG.56696.7	98	0	0.40739	0.0	-1	0.00638757	noncoding
MSTRG.61915.3	2803	222	0.32948	6.173248863220214	1	0.993529	coding
MSTRG.65708.6	100	23	0.38144	4.650077629089356	-1	0.0121585	noncoding
MSTRG.65708.7	99	27	0.39949	10.834250450134277	-1	0.127494	noncoding
MSTRG.65708.9	327	37	0.42272	5.791972923278809	1	0.0172802	noncoding
MSTRG.65839.4	4444	381	0.34295	6.144829368591308	1	0.999999	coding
MSTRG.66951.3	3296	120	0.33061	9.953032112121583	1	0.236504	noncoding
MSTRG.66951.6	98	18	0.37507	4.556577491760254	-1	0.0111901	noncoding
MSTRG.66951.7	100	16	0.42169	4.0500284194946286	1	0.0112277	noncoding
MSTRG.66951.8	920	52	0.34196000000000004	7.958702659606934	1	0.0179047	noncoding
MSTRG.68977.6	281	58	0.39903000000000005	7.732456016540527	1	0.0381168	noncoding
MSTRG.68977.7	233	22	0.47066	4.0500284194946286	1	0.0160224	noncoding
MSTRG.70371.1	133	16	0.40684	9.349672508239745	-1	0.0561478	noncoding
MSTRG.70371.6	127	0	0.41671	0.0	-1	0.0101622	noncoding
MSTRG.70430.1	1531	252	0.44618	7.028277778625487	1	0.999929	coding
MSTRG.70516.3	100	12	0.45743000000000006	6.49137668609619	1	0.00345687	noncoding
MSTRG.70516.4	100	21	0.45302999999999993	10.000867652893067	-1	0.0652098	noncoding
MSTRG.72574.2	3973	74	0.27517	6.023421287536621	1	0.0696955	noncoding
MSTRG.72574.4	963	46	0.3094	11.999967765808105	-1	0.164204	noncoding
MSTRG.72574.5	98	30	0.43699000000000005	4.512470436096191	-1	0.0169333	noncoding
MSTRG.72574.6	136	29	0.41712000000000005	6.49137668609619	-1	0.017252	noncoding
MSTRG.760.1	1570	206	0.40817	8.984201240539551	1	0.992882	coding
MSTRG.760.3	4200	650	0.38401	9.135379600524903	1	1	coding
MSTRG.760.4	80	12	0.44989999999999997	11.999967765808105	1	0.014759	noncoding
MSTRG.760.6	151	30	0.41785999999999995	6.2479352951049805	-1	0.0165522	noncoding
MSTRG.760.7	277	41	0.40375	6.233270835876465	1	0.0167508	noncoding
MSTRG.760.8	5857	104	0.32213	6.271409797668457	1	0.214304	noncoding
MSTRG.760.9	99	18	0.41615	10.266412925720214	1	0.0105057	noncoding
MSTRG.76635.1	3127	188	0.3319	9.191724967956542	1	0.841202	coding
MSTRG.76635.2	100	10	0.38236	5.2745676040649405	1	0.00279125	noncoding
MSTRG.76635.3	83	13	0.32199999999999995	8.343578910827638	-1	0.094314	noncoding
MSTRG.76635.4	1395	104	0.34521	9.515743064880368	1	0.176989	noncoding
MSTRG.76875.1	4284	392	0.36165	5.787653160095215	1	1	coding
MSTRG.77842.4	920	211	0.41416000000000003	8.949194908142093	1	0.995528	coding
MSTRG.77859.1	4140	501	0.33443	9.0882532119751	1	1	coding
MSTRG.77859.3	1143	179	0.48042	4.0500284194946286	1	0.998686	coding
MSTRG.77859.4	70	3	0.47692999999999997	8.500108146667483	-1	0.0207695	noncoding
MSTRG.77859.5	204	48	0.44709999999999994	11.782644844055177	1	0.0729472	noncoding
MSTRG.77859.6	357	85	0.44825	6.2861310958862315	-1	0.0400072	noncoding
MSTRG.83446.2	125	0	0.4334	0.0	-1	0.0232839	noncoding
MSTRG.83446.3	3269	973	0.4708	7.024810600280761	1	1	coding
MSTRG.87823.3	642	51	0.3799	8.78905544281006	1	0.0254663	noncoding
MSTRG.87823.5	758	60	0.3920199999999999	4.290229988098145	1	0.118708	noncoding
MSTRG.87899.2	8917	584	0.31909	9.330976676940917	1	1	coding
MSTRG.87899.8	97	0	0.44059	0.0	-1	0.0328102	noncoding
MSTRG.89986.5	435	8	0.34147	5.274794960021972	1	1.46546e-05	noncoding
MSTRG.99943.3	109	36	0.40119	10.332235145568848	-1	0.108599	noncoding
