"","zfin_id_symbol","Mouse.Symbol"
"16431","tmem131","Tmem131"
"164321","si:ch211-218c6.8",""
"16433","p4ha1a",""
"16435","hmbsa","Hmbs"
"164361","grk1b",""
"16440","rbm12b","Rbm12b2"
"164411","rbm12b","Rbm12b1"
"16442","zgc:158254","P4htm"
"16444","si:ch73-236c18.3","Ggt1"
"16446","si:ch211-239f4.6",""
"164501","BX677667.2",""
"16452","tdrd5",""
"164531","pimr99",""
"164551","hcn3",""
"16459","tradv18.0",""
"164601","tdrkh",""
"16461","si:dkeyp-75b4.10",""
"164621","paip2b","Paip2b"
"16464","BX927385.2",""
"164651","ggt1l2.1","Ggt1"
"164671","mrpl19","Mrpl19"
"16470","si:ch211-165a10.5",""
"164711","ap3m2","Ap3m2"
"16472","CR790380.1",""
"16478","si:ch211-188p14.2",""
"164791","CT030012.1",""
"16480","guca1d",""
"164811","si:dkey-10o6.2",""
"164831","si:ch211-59h6.1",""
"164851","prf1.9",""
"16488","FP102167.1",""
"164891","si:ch1073-396h14.1",""
"16491","BX001014.2",""
"164931","si:dkey-94l16.4",""
"164941","si:dkey-3p4.1",""
"164961","si:dkey-46g23.1","Tnrc6b"
"16497","znf1122",""
"16499","CR450749.1",""
"165001","socs1b","Socs5"
"16501","socs1b","Socs4"
"16503","si:ch211-214k5.3",""
"16505","si:ch211-160o17.2","Inpp1"
"165061","ccdc65","Ccdc65"
"16509","CT573178.1",""
"16512","prf1.1",""
"165141","si:dkey-119m7.8",""
"16518","si:dkey-83k24.5",""
"165191","zbtb47a",""
"165211","mtss1la",""
"16524","si:dkey-124l13.1",""
"165271","ino80e",""
"165291","rragcb","Rragd"
"165311","CR847899.1",""
"165331","coro2a","Coro2a"
"16535","BX247868.1",""
"16537","si:ch1073-174d20.2","Afg3l1"
"165381","notch2","Notch4"
"16539","CU464125.1",""
"16541","BX640536.1",""
"165421","si:dkey-226n24.1",""
"165431","zgc:56585",""
"16544","CU915818.1",""
"16545","krt17",""
"16546","ftr32",""
"165511","BX677667.1",""
"165531","taar12f",""
"16554","zgc:92630",""
"165551","si:ch211-221f10.2",""
"16558","gltpb",""
"16560","defbl1",""
"165611","si:ch1073-209h18.1","Samd9l"
"16562","si:dkey-117m1.4",""
"165631","FQ323156.1",""
"16564","taar12a",""
"165661","slc7a14b",""
"165681","or128-10",""
"165691","tradv19.0",""
"16570","pabpn1l","Pabpn1"
"165711","pabpn1l","Gm20521"
"16572","wdr36","Wdr36"
"16573","tradv20.0",""
"16576","FP016106.1",""
"165771","CU855758.2",""
"16578","lin52","Lin52"
"165791","cntf",""
"165801","shank2a","Shank2"
"16581","snrpd3l","Snrpd3"
"165821","farp1",""
"165861","or126-7",""
"16587","znf1040",""
"16588","tradv21.0",""
"16590","or126-5",""
"165911","jam2a","Clmp"
"16592","jam2a","Muc15"
"165931","jam2a","Vsir"
"165951","jam2a","Igsf5"
"16596","jam2a","Gm49948"
"165971","si:ch211-227p7.5",""
"16598","FP236157.1",""
"166001","dcun1d1","Tes3-ps"
"16601","dcun1d1","Dcun1d1"
"166021","c3a.1",""
"16603","si:dkey-67c22.2","Son"
"166041","si:dkey-178e17.1","Slc25a1"
"16611","si:ch73-217n20.1",""
"16614","tvp23b",""
"166201","pimr97",""
"16621","C8H9orf64","2210016F16Rik"
"166221","opa1","Opa1"
"16625","ska1",""
"166261","si:dkeyp-104b3.2","Fcamr"
"166301","si:ch73-359m17.5",""
"16631","si:dkeyp-104b3.1","Fcamr"
"166321","taar12b",""
"166331","si:dkeyp-28d2.4","Cd22"
"166351","AL732567.1",""
"166371","klhl10b.2","Klhl10"
"166411","si:ch73-359m17.8",""
"16642","taar12c",""
"16646","si:ch73-62l21.1",""
"166491","si:ch1073-80i24.3",""
"16650","pld6","Pld6"
"166511","setd2",""
"16652","taar12i",""
"16655","BX088688.1",""
"166561","CR854927.1",""
"16657","tradv22.0",""
"16660","MAGI3","Magi3"
"16662","si:ch1073-272j17.3",""
"16664","aire","Aire"
"16666","pde11al",""
"166671","BX908780.3",""
"166691","dipk2b","Dipk2b"
"16671","lrfn4a",""
"166721","taar11",""
"166731","zgc:113162",""
"166751","si:ch1073-440p11.2","Fut9"
"166771","BX927385.3",""
"16678","mhc1lia",""
"166801","aipl2",""
"166821","CR932983.2",""
"16683","taar10b",""
"166861","CR847998.1",""
"16687","CR388189.5",""
"166881","mucms1",""
"16691","l3mbtl1",""
"166921","ccne2","Ccne2"
"16693","taar10d",""
"166941","si:ch211-235f1.3",""
"16695","taf7","Taf7"
"16697","si:ch73-44m9.5","Cela1"
"166981","ilf3b","Ilf3"
"167001","si:dkey-197j19.6",""
"16701","taar10c",""
"16703","si:dkey-24h22.5",""
"167041","BX649355.1",""
"16705","cbln12","Cbln3"
"167061","neb","Neb"
"16707","si:ch211-273k1.5",""
"16709","taar10a",""
"16710","endog","Endog"
"167111","BX942813.1",""
"16712","si:ch211-272h9.3",""
"16714","si:ch211-198c19.1",""
"167151","mapkbp1",""
"16716","znf1139",""
"16718","ihha","Dhh"
"16719","si:dkeyp-33c10.7",""
"167201","pimr73",""
"16721","shank3b",""
"16725","BX323031.2",""
"16728","uba1","Uba7"
"167291","elavl4","Elavl4"
"16733","BX927407.1",""
"167341","si:ch211-67n3.9",""
"16735","brms1la",""
"167391","ahr1b",""
"167411","fam83fb","Fam83e"
"16742","si:ch211-282j17.11",""
"16746","BX324007.2",""
"16748","myom1b","Myom1"
"16749","si:dkey-197j19.5",""
"167501","AL928951.1",""
"16751","fgf9",""
"167521","si:ch211-243p7.3",""
"16757","hdac12",""
"167611","faim2a",""
"16762","CU467879.1",""
"16764","oxct1a","Oxct2b"
"167651","oxct1a","Oxct2a"
"167671","CR932983.1",""
"16770","CR855375.3",""
"167711","macf1a",""
"16774","stx7l","Stx7"
"167751","tmem176l.4",""
"16776","gbp1",""
"167771","il17rel",""
"167781","si:dkey-172m14.1",""
"16779","CT573204.1",""
"167821","si:dkeyp-71f10.5",""
"167841","trmt9b",""
"167871","BX005210.1",""
"16788","ctsll","Ctsq"
"167891","ctsll","Ctsll3"
"167901","ctsll","Cts3"
"16791","ctsll","Ctsm"
"167921","ctsll","BC051665"
"16793","ctsll","Gm49352"
"167941","ctsll","Cts7"
"16795","ctsll","Ctsl"
"167961","ctsll","4930486L24Rik"
"16797","ctsll","Cts6"
"167981","ctsll","Cts8"
"16799","ctsll","Ctsj"
"16800","ctsll","Ctsr"
"168011","bsk146",""
"16802","tuba1c",""
"168041","si:ch211-9d9.7","Fcamr"
"168061","si:dkeyp-117b8.4",""
"16808","CU694378.1",""
"16809","CR749162.1",""
"168101","taar13b","Taar5"
"16811","si:dkey-190l8.2",""
"168131","taar15",""
"16814","taar13e","Taar5"
"168151","si:ch211-119c20.2","Caskin2"
"16816","taar14l",""
"168181","si:ch211-199b20.3","Simc1"
"168221","taar13a","Taar5"
"168261","si:dkey-17m8.2",""
"16827","si:dkey-246e3.4",""
"16831","FP074902.2",""
"16833","taar13d","Taar5"
"168381","taar10",""
"16840","si:dkeyp-117b11.1",""
"16841","BX088688.2",""
"16844","tgfb5",""
"16846","serpinb14","Serpinb8"
"16847","CR931780.1",""
"168521","si:ch211-199g17.9","Syce1"
"16853","si:ch211-199g17.9","Syce1l"
"16855","znf385a","Zfp385a"
"168571","pcbp3",""
"16858","taar14a",""
"168611","st6galnac1.2","St6galnac1"
"168631","taar13c","Taar5"
"16864","serpine3","Serpine3"
"168651","BX323031.1",""
"168661","si:ch211-196f19.1",""
"168671","si:ch73-59f11.3",""
"16868","ttc5","Ttc5"
"16869","CT009746.1",""
"168701","si:ch211-216l23.2",""
"16871","CU855758.1",""
"168721","si:dkey-3p4.8",""
"168741","or126-4",""
"16875","phc2a","Phc3"
"168761","si:ch211-171h4.3",""
"168771","foxo6b",""
"168801","or126-3",""
"16883","cacna1ha",""
"16884","si:ch1073-342h5.2","Lrrc41"
"168881","CR925713.1",""
"16889","ell","Ell"
"16892","trim110",""
"168931","BX088596.1",""
"16894","BX323837.1",""
"168951","cbln18","Cbln3"
"168971","CCNB1IP1","Ccnb1ip1"
"169011","si:dkey-5n7.2",""
"169031","BX511079.1",""
"16904","si:ch211-9d9.8","Fcamr"
"16908","mespab","Mesp1"
"169091","mespab","Mesp2"
"16910","CU695222.1",""
"169131","BX469901.1",""
"16914","scel",""
"169161","BX088596.2",""
"169171","selenoh","Cenpa"
"16919","crb2a",""
"16921","serpinb1l1","Serpinb8"
"16924","CU467110.1",""
"169251","si:dkey-269o24.6",""
"16926","fkbp11","Fkbp11"
"169271","BX663515.1",""
"169291","si:dkeyp-7a3.1",""
"16932","wnt7ba",""
"16933","BX663503.3","Ltbp4"
"169341","ssuh2rs1",""
"16935","BX649356.2",""
"169361","BX640520.3",""
"16937","crocc2","Cep250"
"169381","crocc2","Crocc2"
"169401","nradd",""
"16941","ndufa4l2a","Ndufa4l2"
"169421","si:dkey-207l24.2",""
"169461","slc6a1l",""
"169471","si:ch211-283g2.1",""
"16948","BX640537.2",""
"169511","col19a1","Col17a1"
"16952","ankle2","Ankle2"
"16953","si:ch211-160o17.3",""
"169541","si:ch211-271g18.1",""
"169561","CR751608.1",""
"16958","si:ch73-366i20.1",""
"16961","zgc:92107",""
"169641","si:rp71-1d10.8",""
"16965","FAM163A","Fam163a"
"16967","AL953886.2",""
"169681","opn6b",""
"169741","BX908780.5",""
"169751","rab1bb",""
"16976","htr4","Htr4"
"169771","zgc:114200",""
"16978","taar14h",""
"169791","si:ch211-198k9.6",""
"169811","si:dkey-261h17.1","Cd34"
"16982","FP236157.3",""
"169831","BX005003.1",""
"169841","CR786576.1",""
"169851","taar20i",""
"169861","taar14i",""
"169881","mmp17b","Mmp25"
"16989","taar20h",""
"16990","zgc:193807",""
"16993","taar14j",""
"16995","pold3",""
"169961","fance","Fance"
"169981","taar20b",""
"170001","BX908763.1",""
"17001","mak16","Mak16"
"170021","taar14e",""
"170031","si:dkey-26i13.8","Gm4869"
"170071","taar20a",""
"170091","AL953903.2",""
"17010","BX321877.1",""
"17014","cd209",""
"170161","chrm2a","Chrm2"
"17017","taar20g",""
"17018","BX957286.1",""
"170211","BX942825.1",""
"170231","taar20f",""
"17024","si:ch211-196h24.2",""
"170251","ftr33",""
"170261","si:dkey-111i23.1",""
"170281","taar14g",""
"170321","tnni4b.1",""
"17033","nova2","Nova1"
"17035","zgc:103759","Nudt16"
"170361","zgc:103759","Nudt16l1"
"17037","zgc:103759","Nudt16l2"
"170381","si:ch211-117i20.2",""
"17039","nle1","Nle1"
"170401","dlat","Dlat"
"170421","pimr185",""
"170441","BX294178.1",""
"17045","BX908780.1",""
"170461","BX294178.2",""
"17047","AL953855.1",""
"17049","atxn10","Atxn10"
"170501","BX004972.1",""
"170521","zgc:173729","Serpinb8"
"170541","pigr","Fcamr"
"17055","BX548044.4",""
"170571","si:ch211-253p14.2",""
"17059","kank3",""
"170621","si:ch73-206d17.1",""
"17063","eif4a2","Eif4a2"
"170641","vmn2r1","Vmn2r3"
"170651","vmn2r1","Vmn2r4"
"17066","vmn2r1","Vmn2r6"
"170671","vmn2r1","Vmn2r5"
"170691","vmn2r1","Vmn2r2"
"17070","vmn2r1","Vmn2r128"
"170711","vmn2r1","Vmn2r7"
"17072","kcnk3a","Kcnk3"
"170731","mespbb","Mesp1"
"17074","mespbb","Mesp2"
"17076","cited4a","Cited4"
"170781","senp2",""
"17079","foxn3",""
"170801","cd3eap","Cd3eap"
"17085","CABZ01088109.1",""
"170861","map4k2",""
"17087","TRAPPC9","Trappc9"
"170891","si:dkey-19b23.7",""
"17090","CR352253.1",""
"170931","dab2ipa","Dab2ip"
"170951","atp6v1ba","Atp6v1b2"
"17098","olfcs2",""
"17100","zgc:172270",""
"17102","cpa4","Cpa2"
"17103","serpinb1l4","Serpinb8"
"17105","abcg2c",""
"171061","ifnphi1",""
"17108","BX571680.1",""
"171091","raf1b","Raf1"
"17110","cct7","Cct7"
"171111","si:dkey-73n8.3",""
"17112","BX640520.2",""
"17114","BX005396.4",""
"171151","hmox1a",""
"17116","BX005396.3",""
"171171","si:ch73-191k20.3",""
"171191","BX294177.1",""
"17122","si:dkey-183n20.15",""
"17125","si:ch211-218o21.4","Fam107a"
"171271","LTN1","Ltn1"
"171291","si:ch211-107n13.1","Grrp1"
"17130","adamtsl7",""
"171311","si:ch211-252f13.5",""
"171331","si:ch73-181m17.1","Gp2"
"17134","si:ch211-196h24.1",""
"171351","si:dkey-121b10.7","Ndst3"
"171361","si:dkey-121b10.7","Hs3st3a1"
"171371","si:dkey-121b10.7","Hs3st3b1"
"171401","ccl36.1",""
"17141","kat6a","Kat6a"
"17143","si:ch211-131k2.2",""
"171441","eif3jb","Eif3j2"
"171461","mespba","Mesp1"
"171471","mespba","Mesp2"
"17148","pvalb9",""
"17150","si:ch73-147o17.1",""
"171511","tnfrsf11a",""
"17154","ndufv1","Ndufv1"
"171581","si:dkey-223d7.6",""
"17159","cep162","Cep162"
"171601","arhgap27l","Arhgap27"
"17163","BX004771.2",""
"171641","taar14f",""
"17165","si:dkey-28k24.2",""
"171661","mespaa","Mesp1"
"17167","mespaa","Mesp2"
"17168","fancg","Fancg"
"171691","sall2",""
"17172","taar14d",""
"17174","gpr52","Gpr52"
"17175","znf703","Zfp703"
"17177","si:ch211-214p13.3",""
"171791","zgc:154054",""
"171801","si:dkeyp-82b4.2",""
"17181","si:ch211-212d10.2",""
"17183","taar14b",""
"17184","CU074310.1",""
"171851","BX005108.3",""
"17186","BX927362.1",""
"171871","apela",""
"17188","BX005108.2",""
"171891","trmt112",""
"171911","cox6a2","Cox6a1"
"17193","BX005396.1",""
"171941","si:dkey-201i24.3",""
"171961","zyg11","Zyg11b"
"171971","zyg11","Zyg11a"
"171981","si:dkey-178o16.4",""
"17199","si:ch211-171h4.5","Cd22"
"172021","or126-2",""
"17204","marveld2a","Marveld2"
"17206","tnni4b.2",""
"172071","sec23ip","Sec23ip"
"17208","klhl14","Klhl14"
"17210","si:ch211-171h4.7",""
"172111","ndnl2","Magel2"
"17212","ndnl2","Magee2"
"17213","ndnl2","Mageh1"
"17214","ndnl2","Mageb18"
"17215","ndnl2","Ndn"
"172161","ndnl2","Magea2"
"17217","ndnl2","Magea8"
"172181","ndnl2","4933402E13Rik"
"17219","ndnl2","Magea6"
"172201","ndnl2","3830417A13Rik"
"17221","ndnl2","Magea3"
"172221","ndnl2","Magea5"
"17223","ndnl2","Magea10"
"172241","ndnl2","Magea1"
"172251","ndnl2","1700080O16Rik"
"17226","ndnl2","Magea4"
"172271","ndnl2","Mageb5"
"17228","ndnl2","Gm14781"
"172291","ndnl2","Gm44"
"172301","ndnl2","Gm8914"
"17231","ndnl2","Gm5072"
"17232","ndnl2","Mageb2"
"172331","ndnl2","Mageb1"
"17234","ndnl2","Mageb3"
"17235","ndnl2","Mageb4"
"172361","ndnl2","Maged1"
"17237","ndnl2","Mageb16"
"172381","ndnl2","Tro"
"17239","ndnl2","Magee1"
"172401","ndnl2","4930550L24Rik"
"17241","ndnl2","Maged2"
"172421","BX649266.1",""
"17243","or128-9",""
"172441","si:ch211-117c9.5",""
"17245","ifnphi2","Gm13289"
"172461","ifnphi2","Gm13272"
"17247","ifnphi2","Gm13279"
"172481","ifnphi2","Ifnb1"
"17249","ifnphi2","Gm13275"
"172501","ifnphi2","Gm13287"
"172511","ifnphi2","Gm13271"
"17252","ifnphi2","Gm13290"
"17253","ifnphi2","Gm13283"
"172541","ifnphi2","Gm13277"
"17255","ifnphi2","Gm13276"
"172561","ifnphi2","Gm13285"
"17257","ifnphi2","Gm13288"
"172581","ifnphi2","Gm13278"
"17259","ifnphi2","Ifne"
"172601","ifnphi2","Ifnk"
"172611","ifnphi2","Ifnz"
"17262","mthfd1a","Mthfd1"
"172631","tradv23.1.1",""
"172651","CR405682.1",""
"17266","pdk1","Pdk1"
"172671","si:dkey-194g4.1",""
"172681","znf1063",""
"17271","si:dkeyp-75h12.2","Tesk1"
"172721","CU062633.1",""
"172741","smarca2",""
"172761","zgc:103564","Rdm1"
"17277","lrrfip2","Lrrfip2"
"172781","si:ch211-218g4.2",""
"17279","ech1","Ech1"
"172801","myl12.1","Myl9"
"17281","CR387984.1",""
"17283","armc5","Armc5"
"172851","mcts1","Mcts2"
"17286","AL954142.2",""
"172871","BX293567.1",""
"17288","ext1c","Extl1"
"17290","BX957361.2",""
"172911","hoxb6b",""
"17295","ptprq",""
"173001","prnpb",""
"173021","cbln20","Cbln3"
"17303","CR407584.1",""
"173041","dpp4","Dpp4"
"17305","jmjd7","Jmjd7"
"173061","CR450777.1",""
"17307","pimr100",""
"173081","RASGRF1","Rasgrf1"
"17309","or128-8",""
"173151","BX005108.1",""
"17316","pimr149",""
"17317","or128-7",""
"17321","pfkfb2a","Gm29427"
"17323","or128-6",""
"173241","ca9",""
"17325","chrdl2",""
"173261","nrp1b",""
"17327","si:dkey-280e21.3",""
"17329","jag1b","Jag2"
"173301","si:ch73-160i9.3","Fpr2"
"17331","si:ch73-160i9.3","Fpr-rs7"
"17332","si:ch73-160i9.3","Fpr3"
"173331","si:ch73-160i9.3","Fpr-rs3"
"173341","si:ch73-160i9.3","Fpr-rs6"
"173351","si:ch73-160i9.3","Fpr-rs4"
"17336","si:ch73-160i9.3","Fpr1"
"173371","ttbk2a",""
"17340","or128-5",""
"17342","zgc:162200",""
"17343","si:dkey-248f6.3",""
"173461","si:ch211-132b12.6",""
"173511","si:dkey-88n24.8",""
"17352","BX908726.1",""
"173531","ahr2",""
"17354","si:ch211-236k19.2","Lhx6"
"17355","si:ch211-217k17.8",""
"173571","mtnr1bb",""
"17358","agr1",""
"173591","sprn2",""
"17360","dnajc3a",""
"17364","si:dkey-88n24.7",""
"17366","tbpl2","Tbpl2"
"173671","zgc:174895",""
"17370","hdr",""
"173711","CR626923.1",""
"17374","pcyt1ba","Pcyt1b"
"17378","bmf2","Bmf"
"173811","zgc:195077",""
"17382","asgrl2",""
"17383","CT009487.1",""
"173841","olfcs1",""
"173851","CR751602.1",""
"173861","abca1b",""
"17387","tbc1d1","Tbc1d1"
"173911","chchd4b","AU015836"
"17392","CR788249.2",""
"173931","si:dkey-88n24.10",""
"173941","BX323074.2",""
"17395","BX470264.1",""
"173961","BX323080.1",""
"17397","C25H11orf49","1110051M20Rik"
"17399","si:ch211-93n23.7",""
"174031","map4l","Map4"
"174061","arf3b","Arf3"
"17410","si:ch211-212k18.5",""
"174121","krt91",""
"174141","si:ch73-335d12.2",""
"174161","CR356223.2",""
"17420","calm2a",""
"174221","si:dkeyp-115e12.7",""
"17423","sv2bb","Sv2b"
"174241","znf1051",""
"17425","or128-4",""
"17426","si:ch211-167j9.4",""
"17428","si:dkey-66i24.7",""
"17429","CR847543.2",""
"174301","BX908792.2",""
"174311","dad1","Dad1"
"17432","AL590134.1",""
"174341","si:dkeyp-82b4.4",""
"17435","si:ch73-160i9.1","Fpr2"
"174361","si:ch73-160i9.1","Fpr-rs7"
"17437","si:ch73-160i9.1","Fpr3"
"174381","si:ch73-160i9.1","Fpr-rs3"
"17439","si:ch73-160i9.1","Fpr-rs6"
"174401","si:ch73-160i9.1","Fpr-rs4"
"17441","si:ch73-160i9.1","Fpr1"
"174421","ston2",""
"17443","znf1020",""
"17446","CU655845.1",""
"174471","CR933730.1",""
"17448","adgrg11",""
"174491","AL590151.1",""
"17450","si:ch211-136m16.8",""
"174521","tradv23.1.2",""
"17453","CR383662.2",""
"174551","si:dkey-225k4.1",""
"17456","chmp3","Chmp3"
"174591","crhr2",""
"17460","si:dkey-269o24.1",""
"17461","histh1l","H1f6"
"17463","si:ch211-113e8.11",""
"174641","selenou1a",""
"174661","AL590146.1",""
"17469","BX640520.1",""
"174701","zgc:153409",""
"17471","stab2","Stab2"
"174721","eya3","Eya3"
"17473","tradv24.0.1",""
"174761","ptn","Ptn"
"17477","snx12","Snx12"
"174781","muc5.1","Muc5b"
"174811","ssr3","Ssr3"
"17482","BX927181.2",""
"174831","si:ch73-144d13.4",""
"17486","BX957361.1",""
"174871","CR788249.1",""
"174891","tradv23.1.3",""
"17490","ccdc80",""
"174911","ltb4r",""
"17492","BX927258.1",""
"17493","tradv24.0.2",""
"174941","si:dkeyp-74a11.1",""
"174961","znf999",""
"17497","si:ch211-167j9.5",""
"17502","slc35a5","Slc35a5"
"175031","BX663503.2",""
"17504","AL928724.1",""
"17506","si:dkey-1h6.8",""
"175071","ftr34",""
"175081","KYAT3","Kyat3"
"175091","CR847899.2",""
"17510","CR376748.1",""
"175111","atg4db","Atg4d"
"175141","rnf175",""
"17515","si:ch211-217k17.9",""
"175161","fbl","Fbll1"
"175181","nptxra",""
"17520","gon4l",""
"17521","znf1151",""
"17522","prrg2",""
"175231","BX323590.3",""
"17524","wu:fj29h11",""
"175251","or128-3",""
"175271","si:dkey-19b23.8",""
"175291","alox5b.3",""
"17536","march1","Marchf1"
"17537","cetn2","Cetn1"
"17538","AL953886.1",""
"175391","sftpba","Psapl1"
"17540","robo4","Cntn2"
"175431","mcama","Mcam"
"17548","si:dkey-18j18.3",""
"175491","si:ch211-214p13.8",""
"17550","dldh","Dld"
"17552","arhgef3l",""
"17555","si:dkeyp-93a5.2","Prss28"
"175561","si:dkeyp-93a5.2","Prss29"
"17557","si:dkeyp-93a5.2","Tpsg1"
"17558","si:dkeyp-93a5.2","Tpsb2"
"175591","si:dkeyp-93a5.2","Tpsab1"
"175631","ftr60",""
"17564","si:dkey-239b22.2","Gp2"
"175681","si:ch73-160i9.2","Fpr2"
"17569","si:ch73-160i9.2","Fpr-rs7"
"175701","si:ch73-160i9.2","Fpr3"
"17571","si:ch73-160i9.2","Fpr-rs3"
"17572","si:ch73-160i9.2","Fpr-rs6"
"175731","si:ch73-160i9.2","Fpr-rs4"
"17574","si:ch73-160i9.2","Fpr1"
"175771","znf1113",""
"17578","col19a1","Col15a1"
"17580","AL845320.1",""
"17582","si:ch211-168b3.1","Acap2"
"175831","AL929304.1",""
"17586","si:ch73-144d13.5",""
"175871","BX927181.1",""
"175881","vars1","Vars"
"17590","slc35a4",""
"175911","gkup",""
"17592","BX663503.1",""
"176011","wsb1",""
"176031","coq10b","Coq10b"
"176051","fgf20a","Fgf20"
"176061","asb18",""
"17607","si:ch73-301j1.1",""
"176091","hadhab","Hadha"
"17611","CR545476.1",""
"17614","SAT2","Sat2"
"17622","BX914211.1",""
"17624","CR524827.1",""
"17628","zgc:194210",""
"176291","tnfsf10l",""
"17631","lzic","Lzic"
"176321","zbtb25","Zbtb25"
"17633","zgc:158868",""
"176341","elob",""
"176361","tex36",""
"176391","kcnj11","Kcnj11"
"176411","dnase1l1l","Dnase1l1"
"17642","inppl1b","Sh2d1b1"
"17643","inppl1b","Sh2d1b2"
"176441","lim2.4","Lim2"
"176451","fhdc5","Fhdc1"
"176491","si:ch211-272h9.6",""
"17650","si:ch211-161m3.1",""
"17651","pvalb3","Ocm"
"17652","zgc:153169",""
"176531","si:dkey-46g23.2","Mug1"
"17654","si:dkey-46g23.2","Gm7298"
"176551","si:dkey-46g23.2","Mug2"
"17656","si:dkey-46g23.2","Pzp"
"176571","si:dkey-46g23.2","A2ml1"
"17658","mkrn2os.1",""
"176591","ZNF423","Zfp423"
"17660","eif5a","Eif5a2"
"17662","BX908792.1",""
"17663","si:ch211-136a13.1",""
"176641","csnk2a1",""
"17665","si:ch211-180a12.2",""
"176671","tiparp","Tiparp"
"17671","or128-2",""
"176721","CU695207.2",""
"17673","si:ch73-105b23.6","Muc4"
"176741","galr2a","Galr2"
"176761","CR759843.1",""
"17677","CU695207.1",""
"176801","si:ch211-89o9.6","Zfp65"
"17681","pimr147",""
"176821","adgrf3b",""
"17683","nmnat1-rbp7a",""
"17684","slc25a46","Slc25a46"
"176851","FP236157.2",""
"17686","pvalb2","Ocm"
"17687","si:ch211-283g2.2",""
"17689","pimr150",""
"176911","acd","Acd"
"17692","aldh9a1a.2",""
"176931","AL935279.1",""
"17694","pdk3a","Pdk3"
"17698","BX294100.2",""
"176991","si:dkey-211g8.1","Fpr2"
"17700","si:dkey-211g8.1","Fpr-rs7"
"177011","si:dkey-211g8.1","Fpr3"
"17702","si:dkey-211g8.1","Fpr-rs3"
"177031","si:dkey-211g8.1","Fpr-rs6"
"17704","si:dkey-211g8.1","Fpr-rs4"
"177051","si:dkey-211g8.1","Fpr1"
"17706","trim63a",""
"177071","ELOB","Elobl"
"17708","ELOB","Elob"
"177091","rbp7a",""
"17712","si:ch211-198c19.3",""
"177131","zbtb1","Zbtb1"
"17716","znf423","Zfp423"
"177171","golga3","Golga3"
"17718","pimr143",""
"17720","elob","Elobl"
"17722","CT033796.2",""
"17724","mep1a.2",""
"177251","si:dkeyp-93a5.3","Prss46"
"17726","si:dkeyp-93a5.3","Prss42"
"177271","si:dkeyp-93a5.3","Prss32"
"17728","si:dkeyp-93a5.3","Prss48"
"177291","si:dkeyp-93a5.3","Prss33"
"17730","si:dkeyp-93a5.3","Prss34"
"177311","si:dkeyp-93a5.3","Prss47"
"17732","si:dkeyp-93a5.3","Prss40"
"177331","si:dkeyp-93a5.3","Prss39"
"17734","si:dkeyp-93a5.3","Klk15"
"177351","si:rp71-1c10.8",""
"17736","tia1l",""
"177371","BX530407.4",""
"177401","si:dkeyp-117b11.2",""
"177411","BX548044.8",""
"17742","si:dkeyp-121d2.7",""
"177431","gcna",""
"177451","zgc:174193","Htra2"
"17748","si:dkey-58i8.5",""
"177511","si:dkeyp-82b4.6",""
"17752","znf1064",""
"17754","zgc:111983",""
"17756","ftr61",""
"177571","zc2hc1a","Zc2hc1a"
"177591","rpl10a","Rpl10a"
"17760","znf1016",""
"17763","pimr146",""
"177641","klhl10a","Klhl10"
"17770","BX248511.1",""
"17772","usp28","Usp28"
"177731","iqca1","Iqca"
"17775","tradv25.0.1",""
"177761","BX548044.6",""
"177771","slc7a7","Slc7a7"
"17778","cryba1l2",""
"177791","si:dkey-111e8.4",""
"177811","BX511231.1",""
"17782","si:dkey-229e3.2",""
"177831","ets2",""
"177851","def6c",""
"177871","CT027825.1",""
"177881","BX548044.2",""
"177891","si:ch211-238e22.7",""
"17790","si:ch73-44m9.2",""
"17792","pik3c3","Pik3c3"
"177931","si:ch211-243o19.4","Bbof1"
"17795","htr3b","Htr3b"
"17797","zgc:194101",""
"177981","si:dkey-267j14.7",""
"177991","lrrc53",""
"178011","tradv26.0",""
"178051","tradv24.0.3",""
"178091","si:ch73-44m9.3",""
"17810","si:dkey-205h13.1","Tmem269"
"17814","tuba1b",""
"17816","si:ch73-44m9.1",""
"178171","nisch","Nisch"
"17818","pcsk1nl",""
"178191","pimr145",""
"178211","aifm4",""
"17822","zc3h14","Zc3h14"
"178231","tradv25.0.2",""
"17824","FP236594.1",""
"17826","ftr52p",""
"17829","ccdc96","Ccdc96"
"178301","si:ch211-234c11.2",""
"17831","BX005396.2",""
"17833","ftr35",""
"178341","CR388077.1",""
"17836","fkbp8","Fkbp8"
"178371","BX897692.1",""
"178411","BX548044.5",""
"17843","si:ch211-227m13.1",""
"178441","lrrc75ba",""
"178451","si:ch211-168d1.3","Rin1"
"178461","si:ch211-113e8.10","Zfp91"
"178481","CT574549.1",""
"178501","CU928069.1",""
"17853","glud1a","Glud1"
"178551","cacna1sa","Cacna1s"
"17856","BX548044.1",""
"178571","BX640537.1",""
"17860","eef2kmt",""
"178631","zgc:113337",""
"17864","si:ch211-193k19.2",""
"178651","CU929240.1",""
"17866","pimr148",""
"17868","si:dkey-111e8.5",""
"178691","CR855379.1",""
"17870","si:ch211-272h9.5",""
"17872","zgc:66455",""
"178731","BX548044.7",""
"178741","cops8",""
"178751","CU929161.1",""
"17877","tdrd12",""
"178781","st3gal1","St3gal1"
"178801","btbd16","Btbd35f24"
